X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	X_Zr54.8Cu24.8Ni8.64Al11.76_Pd_[¦Ìm]	Y_Zr54.8Cu24.8Ni8.64Al11.76_Fn_[mN]	
0.0182501196113267	0.0821394603102352	0.020640436507092	0.137334741196769	0.022693030818648	0.16597193583246	0.0278718530126855	0.203031967791374	0.0288445096789686	0.271723263549142	0.0306318648326557	0.294753764575743	0.0319322440286171	0.329705254017856	0.036332781663301	0.360925607902592	0.0550500227547712	0.67288983915114	0.0664558718175027	0.989042570925668	0.0783003477949783	1.3061012339587	0.104267540418754	1.92473805235066	0.114861541486062	2.22280374320353	0.123063359773139	2.55027135864532	0.131213908942825	2.85837574731357	0.146520862254021	3.79812829091547	0.175518142226932	4.73630454748785	0.178681985953765	5.68051499416541	0.197815730569187	6.31238972559164	0.224234492030217	7.78817808283765	0.256491336431028	9.42503739649124	0.291879466058997	12.5613395321094	0.336961743864997	15.6923791841847	0.333926454103499	19.0082727793305	0.393594356235429	21.9386460411737	0.432033575576643	25.0719140241421	0.482656942897734	30.9599290223092	0.548066227321702	37.5877020387814	0.662974529425677	54.7815712805798	0.726450594731584	62.6198534243856	0.808776194648876	77.4359382958078	0.944548461692753	102.8500748696	0.916650579927799	108.330192246798	1.03102924059102	127.789584654981	1.102451445505	143.823569790546	1.11785322595434	156.470669037368	
0.0182271206352129	0.0824818086516371	0.0207840437941898	0.138263502590191	0.022864594525033	0.167006125846703	0.027889336025652	0.20555330526366	0.0291157006823345	0.274654921355633	0.0309817284696103	0.297672005517031	0.0323869671924552	0.332220872587729	0.0364219053922084	0.36326686543248	0.0554418285214376	0.679301820149832	0.0667522878703909	0.998929723738815	0.0786982991730579	1.31926920321574	0.10488040868413	1.94423959689087	0.115434984631577	2.24547376340741	0.123857478953431	2.57625316176723	0.131938868114366	2.88928913606448	0.147482254693276	3.83849017956772	0.176486732520768	4.78654241308287	0.179730809690506	5.74014245351173	0.199074477365899	6.37826682477807	0.225216304418323	7.87217778714274	0.258145374579711	9.52613525113158	0.293724822894244	12.695569185768	0.338988440183906	15.8594882484559	0.33573782137535	19.2072759149771	0.396735387785417	22.1696512816092	0.434089123874514	25.3381754102876	0.485453362314557	31.2923888139142	0.550634586302249	37.988420321283	0.668318180622135	55.364497228215	0.730046190645675	63.2846985017931	0.813312202132135	78.2690994314858	0.947519345770049	103.850322717809	0.922242809542016	109.496878607056	1.03624534335582	129.122761681349	1.10791592636347	145.317321722312	1.12485106821277	158.137691663266	
0.0182500203585324	0.0831319881931586	0.0209001008743486	0.139572185368349	0.0229622220017759	0.168438165204393	0.028133198811549	0.20664498989224	0.0292298324276872	0.277027058048169	0.0311277503705564	0.301739469356979	0.0328548441962988	0.335074823170591	0.0365898451230826	0.366434759019568	0.0557994369248887	0.685490050910601	0.0670698451815175	1.00886181286405	0.079168973677825	1.33280166882811	0.105717428779097	1.96412729103523	0.115963676621322	2.27000293621256	0.124432332656834	2.60300749692809	0.13260301463411	2.9189675911401	0.148419124279851	3.87851702493965	0.177539896881386	4.83686968564081	0.180747305666457	5.80017690080382	0.200279529702398	6.44448665065568	0.226354906723045	7.95488295313061	0.259577855921481	9.62590783381119	0.295508306577766	12.8278002212764	0.341244116323197	16.0264520264123	0.337546129040076	19.4073165439225	0.398713425037453	22.4049834465208	0.436610991740038	25.6046752150009	0.489318474516507	31.6244835270872	0.553224785449153	38.3890156692105	0.672223069200685	55.9513906098296	0.733720351308364	63.9506090121753	0.817549878961181	79.1024244799291	0.950659521777116	104.849311417956	0.927525671500026	110.662685798845	1.04126549620549	130.455476771743	1.11380804758054	146.818390123878	1.13098356053295	159.804371562474	
0.0183024235410804	0.0843333542395839	0.0207565603761746	0.14024927139985	0.0229746931095704	0.171056345667924	0.0283843114416665	0.20799780862719	0.0292255053487416	0.279370585676725	0.0309995222518195	0.303906860611976	0.0330679490645578	0.339064958136688	0.0367354091189112	0.370533800514061	0.0560816452167657	0.693072529707006	0.0675119036083099	1.01865362153315	0.0797502280993811	1.34557103204215	0.106272000802993	1.98451463971715	0.116765358862717	2.29311370480394	0.125092547802047	2.63107243571983	0.133224741709674	2.94992545054183	0.149868138943202	3.91754828652662	0.17879224859157	4.88711686446114	0.181834163345405	5.85917897707098	0.201653951585673	6.51094489510107	0.227543987008298	8.03757787457065	0.260822491402867	9.72603245640729	0.297244622861851	12.9610417417303	0.34308966343634	16.1928849505264	0.339092163097643	19.6084747599043	0.40034900214315	22.6406695139939	0.440051697864503	25.8709626781773	0.49286220117094	31.957643673235	0.556360435287406	38.78752485467	0.675025830501956	56.5364809510255	0.737431301058026	64.6169740079523	0.821634775581105	79.9356005167676	0.954030043095172	105.850416082892	0.932208404174999	111.829394510843	1.04622726170414	131.787715025001	1.11901555796595	148.321619193713	1.13604247780148	161.470216996694	
0.0182709766546493	0.0850265456024987	0.0208171773891131	0.141166856922907	0.0228825271849028	0.171852204425878	0.0284218930157565	0.209622369814207	0.0295492912812432	0.281586143768841	0.0312762354130808	0.30618662175103	0.0332124516698811	0.342409220927967	0.0368641739180963	0.374368288202268	0.0563507927048534	0.699386314386401	0.0681189398909754	1.0282628909863	0.080283017643633	1.35868323836269	0.106647851552887	2.00495763492026	0.117401564127732	2.31571387581804	0.125655979480148	2.65836018585996	0.133825659045825	2.97979692221187	0.151966516806511	3.9567397355888	0.179868113625679	4.93781107809605	0.182974736570288	5.91990120605176	0.202916308374956	6.57710185670788	0.228692706110101	8.12143322388353	0.262041506302025	9.82543064742969	0.29923269917476	13.0937095675055	0.344784724938748	16.3589602467888	0.34082124643075	19.8072245758226	0.402223024813623	22.8747760584556	0.443181798201965	26.1385204652851	0.49533328661378	32.2919996375118	0.55976475587409	39.1868834062772	0.677849954608561	57.1171270211063	0.741431442556433	65.2836146751983	0.826795681660052	80.7634568393125	0.957831213880896	106.851483494927	0.936992230218948	112.99698239131	1.05179190210627	133.118880394704	1.12420887853432	149.821227281551	1.14094223647702	163.136032628594	
0.0182850785475693	0.0849792955359965	0.021105621175234	0.142100944317049	0.0229354731935449	0.172172783103132	0.028481893720157	0.212155567096841	0.029804851216771	0.283940643540958	0.031509450841973	0.309159985344585	0.0334538552417602	0.344218809708324	0.037216769455953	0.377252361248222	0.0564931663766113	0.705830018558784	0.0685859769306129	1.03837961480318	0.0808200922001503	1.37214632044655	0.107028296691677	2.02493147639869	0.118014436578235	2.33972104234491	0.126319580140092	2.68440229211571	0.134668176051103	3.00838014199176	0.153162996653413	3.99727135777221	0.180893179064471	4.98718421072162	0.183923635602366	5.9806052742432	0.203851082459508	6.64490493088714	0.22991781261563	8.20539008735223	0.263312371712541	9.92473570619905	0.301019594805105	13.2282009227951	0.346600155349849	16.5264269389116	0.343029159540304	20.0061662441821	0.404612758548453	23.1086069314482	0.445498430591238	26.4053276064334	0.497444943448669	32.6258638634926	0.56357791891717	39.5859960887364	0.681328277988044	57.6995947580566	0.745571653689847	65.9501808366419	0.832795300553521	81.5897261882657	0.963441416309743	107.847536666459	0.942015075784318	114.161798655927	1.05786021630994	134.451908409468	1.12959894526369	151.322429793561	1.14585692283903	164.802638021999	
0.0184874487273301	0.0849032144888174	0.0213658666499452	0.143074787541707	0.0232275150192949	0.173506262343662	0.028421949394237	0.213606058282164	0.0300605727338548	0.28695306447313	0.0317915563464017	0.312085997008236	0.0336158482189564	0.347737084293638	0.0374854670643082	0.380106864803837	0.0568981704219226	0.712135945204329	0.068840502082347	1.04880821525243	0.0813889937860544	1.385662255084	0.107535220966148	2.044311599764	0.118694662510334	2.36321947393956	0.127201412962884	2.71091005963666	0.135550545862847	3.03861296680359	0.153887500204478	4.03728842425758	0.181805380733221	5.03742161065538	0.184889594505367	6.04124089022865	0.204946718790878	6.71161742638332	0.231266847367211	8.2892510246003	0.264678414958033	10.0249581176608	0.30262062868797	13.3613930831549	0.348591770240313	16.6919210899151	0.344967509487757	20.2063614726676	0.408289471303266	23.3397239305873	0.447689168930779	26.6714250798136	0.499565620593827	32.9582007205235	0.567510651084042	39.9854030691152	0.685590132917729	58.2820438685563	0.750251754983314	66.6156964662713	0.83782241457728	82.4276407941387	0.970304716176279	108.845452483051	0.946907588549613	115.327091757679	1.06342230730383	135.785830493861	1.13569953895343	152.821516340781	1.15162176893046	166.466874130887	
0.0187460339973109	0.086562947653271	0.0213007459778457	0.143992795070285	0.0231757720072993	0.174798137660529	0.0286160336257694	0.214534936090902	0.0302017874852653	0.289069815065539	0.0321030782594122	0.314159964971905	0.0337215674686238	0.351242786024792	0.0376544743295067	0.383968098910964	0.0573607112413451	0.718329531069647	0.0691912774637237	1.05852516887315	0.0818005475843898	1.39923022736784	0.108110312802921	2.06413712812946	0.119320325605411	2.38664945332823	0.127945885426252	2.73768441823192	0.136490230465055	3.06867955054375	0.154713789955754	4.07807755712063	0.18257396042326	5.08687716532488	0.185879466806465	6.10148488509008	0.20610330896255	6.77815297059873	0.232928401210531	8.37203535300325	0.266269793060171	10.1251050919977	0.304244014295221	13.4938942021971	0.350730214267208	16.8602315602505	0.346533564908537	20.4073948914303	0.4116739652432	23.5735510782898	0.44987805773353	26.9378280269838	0.502009464892041	33.2875722466177	0.57033865590144	40.3862703632216	0.68967636223727	58.8654243015863	0.755433851159827	67.2816740318757	0.841752727161764	83.2650636617157	0.974740135838452	109.847756691407	0.951636973061306	116.493398138344	1.06822814749081	137.119812182896	1.14094517781903	154.320900911212	1.1584915274077	168.132347036095	
0.0187834028394987	0.0880410911141935	0.0211769230105336	0.145309670576328	0.023337707418576	0.176618334786585	0.0288930072430308	0.216483874004867	0.0303016501027227	0.290887814852499	0.0322619648596306	0.316909694742852	0.0338275979051792	0.353910355686262	0.0379740307187311	0.387551828007866	0.0574953244072495	0.726208112223055	0.0697379144679379	1.06731324468513	0.0821741443095568	1.41265489239732	0.108701687860346	2.08483949665728	0.120150706033968	2.40926918211546	0.128579850604351	2.76449556406713	0.137493161550173	3.09838012452946	0.155367700518589	4.1191661101772	0.18332517165737	5.13721328544686	0.18681169320282	6.1606587903641	0.207171704364659	6.84442634752184	0.234635499824513	8.45411932686336	0.267851587847171	10.225588273768	0.305903626860598	13.6279236215117	0.352753414727128	17.0259194263402	0.34823120622683	20.6067891825397	0.413844014842538	23.8077935958409	0.452010049100568	27.2047711412215	0.504576600987919	33.618664856748	0.572439094385376	40.7868433594084	0.693681637214922	59.4488978668694	0.75940711413569	67.9487989868375	0.845170288879064	84.1004450703061	0.977818778646903	110.848168452381	0.956262587873976	117.658303809924	1.07352503347571	138.452333558203	1.1452426654754	155.820315283963	1.16486832187393	169.797998755229	
0.0186457957374358	0.0885013718089834	0.0211851902038868	0.146765997079381	0.0235779247925382	0.17778435059462	0.0290399073593415	0.218590394601356	0.0303920698572172	0.293911237032061	0.0322016588647723	0.319703138465068	0.0339825129835866	0.35658491026671	0.0383823398561597	0.390365411579802	0.0577419299221219	0.73284168977632	0.0701874016853075	1.07785046062448	0.0826575611232558	1.42609352726476	0.109105870199732	2.10390995528124	0.121420691714354	2.43324328669251	0.129357109999646	2.79081869689643	0.138409655434412	3.12843273843166	0.155969875728104	4.159196215178	0.18409135150957	5.1879298508225	0.187828209900698	6.22048601839318	0.208365975003784	6.91159751936423	0.235874113950392	8.53715045573686	0.269604042345024	10.324776917221	0.307578902039455	13.7622147424573	0.354438452043752	17.1921921629791	0.349885322129191	20.8071539117256	0.415721974577344	24.0411830219541	0.45416827021047	27.4708965542776	0.5077229396824	33.95348648229	0.574555397245098	41.1879341709221	0.697389607262124	60.0313730543999	0.762632721538929	68.6118857273076	0.848549214952835	84.9356476649707	0.980992508355414	111.84813317854	0.961263557006709	118.821331935282	1.08085165358806	139.782887980326	1.15004435171612	157.320891947232	1.17013594705348	171.459507951748	
0.0186925559790102	0.0892887286108684	0.021292700453812	0.14714098536509	0.0238372357970932	0.17900794832848	0.0291434600485622	0.219887464951714	0.0304664406419712	0.295989046701168	0.0323908599071876	0.321715435414929	0.0343839913588571	0.359494012605669	0.0385009295574697	0.393632723847008	0.058349855584383	0.739241505374458	0.0705481586983	1.08893238382879	0.0832740379405732	1.43906813068143	0.109849301700583	2.12290404545771	0.122489300825941	2.45645230981084	0.130061502250855	2.81821750724831	0.139242019591691	3.15850002066372	0.156579327267781	4.19922259488867	0.184974369719709	5.23896353151974	0.18899579007751	6.27943966588877	0.209403343510655	6.97891164921504	0.237115423125902	8.62051592939877	0.27123974490294	10.4250580020022	0.309078138173707	13.8947503204332	0.355996223190177	17.3601077525616	0.351431076714317	21.0065593787053	0.417652597274397	24.275449753891	0.456303872734233	27.7381078894041	0.511481603882035	34.2882261514493	0.576685831917933	41.5886785304545	0.700293078207101	60.6143586066771	0.765722897194637	69.278690307319	0.851792855793585	85.7685554809204	0.984393941317538	112.84934960218	0.966242765452735	119.985961935393	1.08700975059143	141.116214018299	1.15582057047294	158.821379203539	1.175041404358	173.127454449597	
0.0188096068574849	0.0897543753241439	0.0215986802742613	0.147792460027005	0.02386849512716	0.180190320488455	0.0291427769656498	0.222170820413659	0.0304869216070515	0.298089440941637	0.0327887634385823	0.323993188389777	0.0346571450954492	0.363261968940612	0.0387557240651638	0.39682029162255	0.0589013701825041	0.745865245833496	0.0708967212819716	1.09917681524766	0.0837702069119407	1.45231444744634	0.110391968150673	2.14411282061142	0.123153177250504	2.47973677005414	0.130604037832655	2.84528243847305	0.139772373299557	3.18914937947726	0.157292975509153	4.23865339384116	0.186042187276924	5.28827799082589	0.19000448936427	6.34013395519364	0.210619826836436	7.04450842031983	0.238506729544051	8.70457523834581	0.272409144657009	10.5249330301602	0.310574466451116	14.0290796256025	0.357677732982843	17.5252759406794	0.35323971401194	21.2055774155123	0.419699172164316	24.5098003048556	0.458670197754633	28.0036633330716	0.514998559674815	34.6207939764678	0.579394075124628	41.9866289223958	0.702874497129752	61.1982531297439	0.768976031361672	69.9484527676868	0.855820623375335	86.6000402360437	0.987949714681113	113.848755534821	0.970445896395435	121.155650879489	1.09119566135912	142.45128349205	1.16120177769362	160.320227332192	1.17981843515461	174.797278493667	
0.0189756948207646	0.0909763141397461	0.0216023739359793	0.149509367663675	0.0237380614546631	0.181675881787813	0.0292982129807982	0.223046612838165	0.0307643366304695	0.300171790808079	0.0330203477170982	0.327361898397478	0.0346590952863782	0.365360558743678	0.0391910135885425	0.400404690107521	0.0593616256352757	0.752175130599795	0.0713274982433233	1.10809644036705	0.0843181895608577	1.46583597001898	0.110952967592561	2.1638906186972	0.123720655385508	2.50293973957603	0.131261703540525	2.87155690970013	0.140407929712126	3.21823807456052	0.157964740381442	4.27855031972011	0.187241429193749	5.33756870140752	0.19072403708012	6.40242453131558	0.211999700146566	7.11102207845577	0.23988212231945	8.78860940158453	0.273595500634531	10.6235023441305	0.31242159729289	14.1637591080433	0.35942934422041	17.6920143385835	0.355077394231595	21.4052045372542	0.421548526215575	24.7427557346696	0.461619793381925	28.2709212343247	0.517586711640894	34.9554591398247	0.582542401264324	42.3857043519538	0.706249930633559	61.7818906077924	0.773461986083202	70.6136629235262	0.862831902652105	87.4323818078949	0.992677160112459	114.845732578302	0.974363874540414	122.323328166919	1.09469165307661	143.782478664074	1.16554419742099	161.820520873412	1.18533516975781	176.464256416085	
0.0186657108236416	0.0917130812107426	0.0215040029349433	0.150965097538232	0.0239887333334605	0.182888740208744	0.0294428806252148	0.224740484794122	0.0311765673344393	0.302423233921444	0.033207006790209	0.329782784003713	0.0350023417541869	0.368512125082655	0.0393830441606573	0.403680267862184	0.0595986735104097	0.758888161606433	0.0718253179781413	1.11847754336725	0.0851627136070527	1.47889625510845	0.111876385120934	2.18382394764556	0.124269969424066	2.525884732757	0.131822501682851	2.89789517652054	0.141041450206972	3.24949605264766	0.158695170921773	4.3184146493105	0.188446591953113	5.38676814238117	0.191728030856651	6.46242545099657	0.213155547288713	7.17816670760605	0.241323194198153	8.87068871883198	0.275007396807862	10.7244903027123	0.314164405023395	14.2957507936614	0.362510499307413	17.8578530789232	0.356837054788295	21.6028628431669	0.423522492030899	24.9756012684251	0.464424111200081	28.5380394371982	0.519340457722815	35.2895692349535	0.585825280466157	42.7853013221287	0.712073940692618	62.3633599669901	0.778394304518982	71.2808549337102	0.869178117037722	88.2669660043993	0.998165127407681	115.845414182412	0.978731985377716	123.489403579596	1.09821579504054	145.111840993358	1.16979856305508	163.319145484657	1.1920834048938	178.130787303687	
0.0186755100659187	0.0914913391370249	0.0215001403051143	0.150937870906133	0.0241613835615091	0.184426397362145	0.0297441642108224	0.226879572575345	0.0313049372586736	0.305658997637933	0.0333108182881509	0.333039240542674	0.035535056826113	0.372137239824501	0.0395455551220093	0.40656617444937	0.0599057996608877	0.765129361336116	0.0723298856907266	1.12845410314332	0.0857593459804325	1.49250019972503	0.112367737600426	2.20430792104	0.124888329739419	2.54958293303442	0.132482499544689	2.92358547569044	0.141768720810556	3.2800324886044	0.15972032673379	4.35778910324991	0.189543531175685	5.43590425342276	0.192911031977465	6.52178375813161	0.214201400473134	7.24476232212467	0.242899427778669	8.95402439017292	0.276592374267533	10.8249790724178	0.315683623032781	14.4285564551711	0.36584419520916	18.0244052123212	0.358708307149581	21.8032815890596	0.425343191411044	25.208612577591	0.466603788323239	28.8033359732022	0.52126531286127	35.6224388084718	0.589033585200077	43.1848573141124	0.717603986894404	62.9468000046621	0.782433790735002	71.9496786209674	0.872764117069444	89.1005294714104	1.00255159528838	116.846109065435	0.983242425430682	124.655546047496	1.10301134889191	146.444094147777	1.17567080055841	164.818962188742	1.19822145401999	179.796468825142	
0.0188532608635961	0.0920455087844087	0.0216146684053508	0.151620195626867	0.0242329045370136	0.18544372170744	0.0298092317378689	0.228766752164015	0.031277868266108	0.308047985447503	0.0332555468165073	0.335509660865995	0.0358782409637037	0.374775239995631	0.0398073634112991	0.410101765812983	0.0601838200614363	0.772526623364292	0.0728539742257506	1.13762693157566	0.0860142659052516	1.50580227942644	0.11274228257204	2.22416627852466	0.125371219558406	2.57283898794054	0.133215568911888	2.95070395796068	0.14248522714123	3.30907228925481	0.160811382215399	4.39755052170069	0.190487574798267	5.48604526147462	0.193757263719966	6.58143170657359	0.215216081205331	7.31158052272805	0.244140580864514	9.03895076039574	0.277943200240538	10.9250338458241	0.316894687871344	14.5619805148409	0.36764712789119	18.1917936733514	0.360504844785771	22.0050619284917	0.427269815631775	25.4419368111271	0.468510766867513	29.0716816591707	0.523650661906009	35.9546862585398	0.591801550701019	43.5858512680829	0.721069451805746	63.5305231643833	0.785988314846145	72.615969110942	0.876061351787567	89.9341003890018	1.00581992362198	117.845962032891	0.987241079507394	125.82364056742	1.11057925656391	147.776481412639	1.18288434579298	166.316200992062	1.20323161199395	181.463327538276	
0.0187581230736694	0.0930014422402498	0.0218815113590111	0.152557615409438	0.0246068138911764	0.186647150487751	0.0296422391242153	0.229770106671354	0.0314379641916033	0.310073146289815	0.0335947616441784	0.33805036693653	0.0361267151147583	0.377501744910977	0.0402007675050436	0.414172896735394	0.0603482464142638	0.780132850885222	0.0731632408218049	1.14861164799086	0.0863999771144295	1.51859015267578	0.113244593691465	2.24420321710452	0.125681258607943	2.59656279958754	0.133988685918236	2.9775237185293	0.143076588892373	3.3390026670749	0.161735042708346	4.43779157125461	0.191574357494116	5.53670222220832	0.194622924391016	6.64005799419975	0.216087254130232	7.37874890060286	0.245136488930418	9.12296536586132	0.279162879099934	11.0246136447399	0.318204756278333	14.6944443809819	0.368909028570945	18.3580086679934	0.362115763787507	22.2053856794864	0.429860768792186	25.6735567244327	0.470378718723371	29.3392115066026	0.526648724893085	36.2875148538668	0.594287223149535	43.9857946902392	0.723982497032031	64.1132628475125	0.789129107528846	73.2813729818677	0.879414038115489	90.7679469780621	1.00917543876055	118.842514393299	0.991624518258306	126.988777206987	1.11643844150584	149.11123796202	1.18809965244849	167.818774410837	1.2083004604266	183.125358275412	
0.0187227887674941	0.0939153061111638	0.0219097968538535	0.153919761921606	0.0243774161514278	0.188697893595819	0.0297525093515057	0.232103899069085	0.0318650492520255	0.311573914339864	0.0338691638390585	0.340702424257103	0.0362446892089353	0.380103918268517	0.0402711959867762	0.417020211645228	0.0605533497474759	0.785694417998361	0.073606878128493	1.15853081501599	0.08680904858012	1.53197034705443	0.114084790894449	2.26415214570526	0.126196014013071	2.61948613951968	0.135424026688159	3.00322728904526	0.143762537557228	3.36893839999953	0.162648225106348	4.47822167928221	0.192558329011047	5.587741956502	0.195462908778013	6.7007886050833	0.216976945557655	7.44490493088714	0.24627691609188	9.20561185852978	0.280326837625131	11.1243312793902	0.319702573874422	14.827522919993	0.370188972182078	18.5256932895883	0.363612964658796	22.4060223548512	0.432584731213684	25.9074937681938	0.472255893676258	29.6054598542327	0.530064412228243	36.6209543967737	0.596577905841578	44.3847695369639	0.726685786754911	64.6971722717398	0.792533550857713	73.947805032867	0.882883221721919	91.6009740032957	1.01357463856011	119.838671872954	0.996821936887966	128.15409266048	1.12013623314519	150.445785895153	1.19201380447837	169.318024870823	1.21408072743294	184.785451861685	
0.0187874820738505	0.094997219129132	0.0218364835698753	0.154909364869707	0.0244761356519126	0.190578379303801	0.0300420589405772	0.233348640734767	0.0319614270204706	0.314134352806511	0.0339950210375179	0.344054341355428	0.0362795072811827	0.383215525050175	0.0404578236568535	0.419755127567176	0.0612323736317307	0.79279161954878	0.0741909294601808	1.16834218145823	0.0873469645633022	1.54611410949268	0.114933236972839	2.28346684366282	0.126852201083372	2.64235709255949	0.136655020400995	3.0305858196977	0.144649412909692	3.39959055278067	0.163479638103867	4.51780055851703	0.193343293761862	5.63705595014689	0.196155411654573	6.76067916304445	0.218065318643947	7.51149030085792	0.247625887475693	9.28783273680185	0.281616724472731	11.2244158551175	0.321204202433764	14.9611453513618	0.371376337640432	18.6937485775504	0.364865365664873	22.6058431916794	0.434509876453416	26.1419653910873	0.474278334703617	29.8719652468812	0.532604205499434	36.9549005791371	0.598897041404597	44.7811590323442	0.729381802010274	65.2810667948066	0.796410349280415	74.6155111330877	0.887355736684306	92.4324140549375	1.01847208004184	120.84099098247	1.00161136667658	129.320212776639	1.12370551246398	151.780795764261	1.19606858642693	170.811597988663	1.22015793455319	186.454739463977	
