X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	X_Cu43Zr45.1Y3.15Al8.75_Pd_[¦Ìm]	Y_Cu43Zr45.1Y3.15Al8.75_Fn_[mN]	
0.0125602179470645	0.0536088402444256	0.0234498671110748	0.0531918551333625	0.0117678922952775	0.0733563785334231	0.0159011358533817	0.0797288338037482	0.013608659535813	0.0829517299898078	0.0151670631125639	0.0990238730342546	0.0173277300164576	0.101949002601773	0.0227574072804089	0.102010196017199	0.0211255754998489	0.117635430212074	0.0248800433578352	0.121445707607217	0.0314353145239981	0.297916298169748	0.0381792753768835	0.376920857777973	0.0428434403893739	0.458287412644857	0.0457800249875353	0.478215318276564	0.0491301514244761	0.605517623969215	0.0519334452443752	0.646407200313916	0.0624568513427313	0.754570308884759	0.0595264921557465	0.845192278448556	0.0653423310204218	0.971771734157476	0.0919623386134809	1.47192279394431	0.106543989954064	2.19774353647612	0.122961957665957	2.74119971149374	0.118347681777606	2.42924286716081	0.135152445655706	3.09059791343008	0.179874695326635	5.47226054024274	0.188427141873648	5.60400629122921	0.19946967237695	5.60500075269778	0.21392847820099	6.4224082749171	0.253034935065715	10.0603510751245	0.24345545016618	7.99811751340377	0.263003831650854	9.60635241273653	0.291469861600316	10.9821372629711	0.392039091187095	19.7311388270109	0.352208781958705	15.9648125684304	0.391159855765979	19.9105781795788	0.445394706942537	24.9141689081466	0.560746615813855	38.3359018432619	0.502596628534181	30.5559664595832	0.539326630752467	35.7849747407867	0.589920317672983	41.4525186453681	
0.0126137446040458	0.0549441457502298	0.0233782061039429	0.0535748469720667	0.0117238116590201	0.075331546273342	0.016197607260312	0.0799674997540727	0.0137937542445633	0.0851001018925056	0.0149733782095939	0.100922919709229	0.0176965767462025	0.103756466802608	0.0227089272218157	0.10477858861854	0.021367008558273	0.120287021871382	0.0251653148431602	0.124544224941749	0.0320566634913521	0.307644136622541	0.0395509461740716	0.391309179691934	0.0432959932456277	0.475684895862134	0.0465410052832851	0.499072926628665	0.0501950718874765	0.629233344751736	0.0530217924137502	0.674598216893203	0.0639368017655952	0.784377228261913	0.0613311908438175	0.878960112547417	0.0672463983058837	1.0122977684057	0.094621116990947	1.53233384478462	0.108546502331607	2.26335776987835	0.124849880835384	2.82493259189389	0.120896773030253	2.52923757026392	0.13865605833777	3.22463129086541	0.182946155712318	5.63954934976225	0.192395283961225	5.80392817655198	0.20408594256773	5.83562368523452	0.219367071209462	6.68801494132377	0.257648545381674	10.3585000133878	0.24927331477709	8.33181317000652	0.271186999307208	10.0066394929065	0.298654881252071	11.4822444232698	0.398160915243325	20.3312532632668	0.359970049026293	16.6323510305957	0.399995630779209	20.7424261504889	0.455416373276	25.9151711276046	0.57054249493255	39.502938380791	0.513835626083741	31.889208678529	0.551114312708148	37.2838824740816	0.603187435670277	43.1091588876982	
0.0127403614277647	0.0552472839579112	0.0233146175768077	0.055087562143951	0.0117415114729711	0.0756848740342622	0.0164785153225603	0.0812255127658126	0.0141608068439374	0.0866589757373019	0.0148883796161481	0.102805042507598	0.018212378456617	0.107121808042094	0.0227964435163313	0.107278032735405	0.0216706459772911	0.123898879819085	0.025413715714407	0.128003527893401	0.0327387217395198	0.317366881905247	0.0404838710798748	0.404844468375725	0.0442098138673781	0.491542873832864	0.0474421808145353	0.518600024330801	0.0521364609939098	0.651244105019421	0.0538136097662646	0.700860930173338	0.0651807959965449	0.813607309746814	0.0626416578278818	0.911941270146398	0.0696039606695831	1.05170412014177	0.0967947500491001	1.59204384259019	0.110448386416474	2.33026328196896	0.127098103931974	2.9072652288696	0.123801040498159	2.62904694018348	0.141651665802885	3.35691517892743	0.186042709577845	5.80601440450364	0.196177883774067	6.00390361292024	0.208568063576044	6.07078122717168	0.224199766308304	6.95536597482984	0.26205081459426	10.655484798488	0.254758033794566	8.66366667064419	0.276680007153743	10.4102187982214	0.305421456971501	11.9831152680434	0.404903109868899	20.9304158878967	0.367220130337567	17.3003868189922	0.408506287885297	21.5740096258004	0.465476123199898	26.9127777451168	0.580103706908731	40.6701500069558	0.526033634314069	33.2184182709182	0.563029481129651	38.7812181349451	0.61684245144754	44.7749111896656	
0.0129882008533824	0.0552260963703451	0.0233145421062088	0.0558422680875932	0.0117643698339264	0.0767486771945888	0.01664876599726	0.0840213357260561	0.0142158555519466	0.088689928241599	0.0153786886411192	0.104164984404713	0.0184835771615843	0.109976449840897	0.0229304460460412	0.111031160669435	0.0219796090873412	0.126549772986495	0.0257540743197073	0.130475141473713	0.0335094397869869	0.327248970652135	0.0418304463512215	0.41780326841321	0.0453263122494465	0.508796438615368	0.0482166501740331	0.538717464101882	0.0540534393701693	0.674072333638147	0.0548684267733749	0.727840528971234	0.0666043603787416	0.843387919262486	0.0641403524621999	0.945299962616132	0.071488950510548	1.09201071151877	0.0991244052095202	1.6513162352218	0.112369735160662	2.39806356218062	0.129226083272158	2.99150242041994	0.126636819804696	2.7293431589558	0.144600664039288	3.48917531826492	0.189426009495376	5.97220099380845	0.19968224419167	6.20321920727572	0.212723136255059	6.30678860091782	0.228907806010617	7.22326322899999	0.265736206681694	10.9544225669344	0.260792352202047	8.99287428397304	0.282323012819177	10.8099387029704	0.312415387461101	12.4841751712906	0.411394139414883	21.5310239250937	0.375379002494234	17.9663662472417	0.417609824338519	22.4067051002132	0.475282808215998	27.9126381631526	0.588201391404335	41.8388666503297	0.537411135642706	34.549054649424	0.574669311336334	40.2807144640792	0.631175105488788	46.4445638703902	
0.0130246305189606	0.0570010588700613	0.0232799143031592	0.056512310992458	0.0118240542815541	0.0778969687707183	0.0168214464874716	0.0852563712647418	0.0141158807464942	0.0902675449523192	0.0158283928217336	0.10684822647814	0.0185500542802758	0.111410133564929	0.0232929860848499	0.112240904980655	0.0218399239648637	0.129600363590499	0.0261359730333258	0.133639498945568	0.0340589514463909	0.336849072399122	0.0427967240256226	0.432050174821699	0.0461655016857376	0.525180613815762	0.0488720019673118	0.558572503750028	0.055061675195933	0.698473973464293	0.0560067940385355	0.756052674930429	0.0679482499049307	0.874109222741499	0.0657463469941422	0.978863429627232	0.0730433456622576	1.13225094616548	0.100897793624147	1.71169597034203	0.114577740907863	2.46420213016746	0.130889779163224	3.07560363888085	0.129659440202611	2.83024008076022	0.148024767856134	3.62248948187617	0.192535508153915	6.13882111375115	0.204007129485489	6.40092827026631	0.216347689020018	6.54109351707842	0.2335603853487	7.49097235601899	0.270280369996032	11.2558255461188	0.266349009759323	9.32839067612269	0.288101468189202	11.2103086708456	0.318907372707148	12.9842767436541	0.417236666826841	22.1319560625313	0.382672849633634	18.6333012124073	0.426758356006414	23.2396483064191	0.484067085956684	28.9138508615024	0.596578928060666	43.0057579015441	0.548014054226204	35.8857185473464	0.58658159864742	41.7750289146542	0.642396817993605	48.1143655627196	
0.0129043929529416	0.0565699729538116	0.0235818331780956	0.0568459791168385	0.0119643202881093	0.0781324842315454	0.0166322967951228	0.0872780469235215	0.0141951111986491	0.0914971526268825	0.0159007377463247	0.108721006947375	0.0187972076536628	0.113701994620921	0.0236617419451588	0.114957063484764	0.0220768470587843	0.131876865100696	0.0262471651942948	0.138122638224271	0.0345743069172225	0.346950545809572	0.0433134123500263	0.444739269675153	0.0466472525612489	0.541636209812705	0.0499271619106872	0.577575266867561	0.0559310663232614	0.722069437225078	0.0572305030655025	0.781224751319831	0.0691162888018023	0.903464567106736	0.0671841000001249	1.01227695371094	0.0750893965088313	1.17175310770687	0.102363715843498	1.77264555843554	0.116684863569996	2.52963242736994	0.133167137592331	3.15762125601067	0.132591476991465	2.92975212596195	0.151390421737082	3.75595265709228	0.196084360508238	6.304763696553	0.207694837230958	6.59940241471559	0.220235670886968	6.77409458169649	0.238277730150996	7.75676808089933	0.275090158569948	11.5567004654284	0.271936170686311	9.66355409703333	0.293609878231058	11.6099326493739	0.325626900664262	13.4826879656249	0.424268845721746	22.7325640997283	0.389373677168716	19.3005267502024	0.434751428669497	24.0720513455573	0.492748329391028	29.9131301342792	0.606557047356773	44.1693820733219	0.559083700055081	37.2208178234178	0.59834550469442	43.2661321651444	0.653430570568489	49.7811125171494	
0.0129139621803703	0.056374642604979	0.0238028325251469	0.0569246394908693	0.0122036428517055	0.0791516566699864	0.0165394617130009	0.0879442699508203	0.014607885795005	0.092857145455699	0.0158870536134232	0.111411866948062	0.0190448431931214	0.115719668503203	0.0237730916626268	0.117864637872696	0.0224935414841811	0.134965829103334	0.0264886339471121	0.140417285971896	0.035131122057752	0.356275412645003	0.0436361125932212	0.457811720165174	0.0470768955049316	0.55848540599405	0.0512855035347458	0.59792606114016	0.056517786086201	0.74612375195505	0.0588176819884778	0.807402947080335	0.0702114551994841	0.933949140040058	0.0682812073439024	1.0460894330836	0.0764940975342954	1.21281581656322	0.103732790485816	1.8334590570243	0.118259657509181	2.59780593508566	0.135779053913173	3.2410004666799	0.135197453013839	3.02933332186157	0.15449472473909	3.88812734758761	0.199646166215007	6.47304948684129	0.211757939372458	6.80014572651015	0.224185459697341	7.00748261082593	0.242921377476924	8.02284785915144	0.279307958571849	11.8566505814654	0.276320936494284	9.99914872027553	0.298235927442574	12.0110663017241	0.331910651763081	13.9823881379778	0.429820327750348	23.3335670176782	0.39659663196371	19.9669792902973	0.442134588834747	24.905417372192	0.501644573141716	30.9133612186821	0.61426318842181	45.3381583213377	0.570723845305103	38.5534546827188	0.609470364948327	44.7675879968824	0.664280339710549	51.4459670241975	
0.0128240951992906	0.0569184330993191	0.0236190187807481	0.0578827811997413	0.0121225662846416	0.0804670406047892	0.0169314190371445	0.0882932030335503	0.0148248588701172	0.0945450001949956	0.015841199369361	0.112933218681224	0.0193265757719805	0.117827462392214	0.0238425713871324	0.121104577988658	0.0229936729479077	0.138145800779488	0.02680230980406	0.143689182092181	0.0357605721432719	0.366846592752885	0.0440482985966043	0.47187885222147	0.0482278813819384	0.574198272273015	0.0523273550764008	0.618136109295356	0.0570676930309039	0.769960893912468	0.0602143637182995	0.835435405998825	0.0714949908724817	0.963394997313717	0.0694161247486707	1.07924160478222	0.0775210359326496	1.25255430119669	0.10565359421422	1.89306707501279	0.119829997200235	2.66504718894846	0.13756784849285	3.32467001714798	0.13806310637505	3.12874850952015	0.157686736564003	4.02087619842292	0.202613185025188	6.63883514179677	0.217635171147014	6.9994645804945	0.228134295101151	7.24130975852844	0.246943627299027	8.2910538467404	0.283667641517097	12.1565830023743	0.281313471634758	10.3324746418337	0.303960910938486	12.4095531354428	0.338265343821347	14.4820845850405	0.435761300196211	23.9323030965892	0.40347094872479	20.6364474527456	0.450280361240682	25.7387740856013	0.51057577059869	31.9142107012451	0.62270818340338	46.5034924012813	0.581423315613554	39.8886657174938	0.620087996757785	46.2708952978108	0.674809831861265	53.1121700862696	
0.0125841659343315	0.0574188006806804	0.0233803423600217	0.0594971269427534	0.0121893602596482	0.0810058980001013	0.0173316331129143	0.0902028798820946	0.0147108938773385	0.0973265477270783	0.0159872229437799	0.114710211173018	0.0196559344637506	0.121158846739127	0.0238557430357697	0.123538560317977	0.0232565583481369	0.142278966513571	0.027099074583418	0.147815333803457	0.036110507841301	0.378139169472033	0.0446958657467766	0.485452063194545	0.0494999576021224	0.590909399889231	0.0530613883595639	0.637889169126425	0.058078197893162	0.792135799776133	0.0609565443772494	0.862390441164982	0.0730713634675063	0.993044581390895	0.0707347973249232	1.11202136388401	0.0793797803932641	1.29156123198255	0.107823032997118	1.95379256362243	0.122220896598971	2.73033359682	0.139264833327816	3.40784736365875	0.140702766088219	3.22800583800983	0.161152304625668	4.15336800423985	0.205446557334268	6.80412859279494	0.221237918000864	7.2017175661108	0.232240569387519	7.47417391873454	0.251025168341085	8.55751919252008	0.287468371607617	12.4571990140205	0.287327057631698	10.6643700519853	0.310468021695671	12.808421811399	0.345288471180602	14.9822140970799	0.443272950997021	24.5312291652964	0.411247923444037	21.3015234981406	0.45813047019549	26.572907522001	0.518764596784059	32.9127486412877	0.630766190251013	47.6688078547742	0.590657684576126	41.2229305285779	0.630616422573449	47.7704102533954	0.685404176787688	54.7755866313307	
0.0127795438464118	0.0567795569029335	0.0235370941549843	0.0585838051306558	0.0124756705261699	0.0828115504875764	0.0173162572180008	0.0916214659947951	0.0148471625098758	0.0988822783583345	0.016544087883882	0.11671587244985	0.0198640085915684	0.123160440755845	0.0239865245281413	0.125396010345247	0.0232456236781163	0.144760038838332	0.0275848693547064	0.151116813965996	0.0363135528104602	0.387231351194014	0.0451570916580387	0.49797351999253	0.0501239707777706	0.608101206346439	0.0541899270079614	0.657521855520443	0.0591366256611911	0.814840104290661	0.0616366841241716	0.889024461096448	0.0751174712295434	1.02288264186516	0.0721184548373725	1.1452404743895	0.0815313117638837	1.33127200977074	0.109441867568624	2.0135697330655	0.124437441543927	2.79748218409103	0.141168711025055	3.49119653917637	0.143137949369043	3.32793814250341	0.164437076342229	4.28620253674795	0.208264257801041	6.97152636705051	0.22350559917917	7.40324505147594	0.235654678809145	7.70743202837099	0.255604320426047	8.82281014058896	0.291505306215576	12.755908608447	0.291323474975233	10.9999069332306	0.315481480912788	13.209902847053	0.350843501699679	15.484067487123	0.449468413018105	25.1316546632774	0.418394478821243	21.9679946646861	0.466049632499329	27.4031759698997	0.527160643965748	33.9127245433173	0.638529652055348	48.828263426906	0.600714468836764	42.5548744839164	0.641226771457822	49.2692397555977	0.696955263687264	56.4349202584187	
0.0130277316579764	0.057821983300805	0.023813801864373	0.0586443483710878	0.0125301229825487	0.0839838090669487	0.0176622575521033	0.0922454739180215	0.015130162153103	0.0996881124537031	0.0167237431660147	0.118688828298759	0.0201969029156255	0.125241553709552	0.0243411514478849	0.128429895351362	0.0235755341566861	0.147121028764333	0.0279933836348498	0.154152707136317	0.0367190613590274	0.397587192070574	0.0454553812234462	0.511862914964669	0.050416481218829	0.625212162366479	0.0553900875202931	0.677162982024893	0.0603148714285977	0.837623687635587	0.0627752192951534	0.915557548948684	0.0767183108561005	1.05342548066429	0.0734215577723292	1.17910254668691	0.0831920849086404	1.37184111768599	0.111119853452151	2.07300533997056	0.125892784031929	2.86418466787001	0.143200003918656	3.57368633682909	0.145775451100115	3.42831166104575	0.168047010250321	4.41885872099149	0.211107745044558	7.13798862782431	0.225838437891032	7.60348591476536	0.239604929398356	7.94074974264939	0.259788475113503	9.09086804789559	0.295248241389738	13.0569446465544	0.295968153630243	11.332980466383	0.319471243770169	13.611984585739	0.356529703508921	15.9838803495021	0.455796670579209	25.7319870290055	0.425245502250072	22.633927526809	0.474416584599295	28.2348078739827	0.534808146831136	34.9130021938466	0.64773224383195	49.9937204414236	0.610167107587613	43.8892287019634	0.652547970547168	50.7672683204238	0.707793309497881	58.1033212416625	
0.0129931144174353	0.0583864011340016	0.0237861535731586	0.0600051124513748	0.0126900002233196	0.0836483437811229	0.0179701717535538	0.0940167693352744	0.0154703751926856	0.101341646502564	0.0166491211126066	0.121397441635181	0.0203291759662138	0.128099578828485	0.0246162016177239	0.13142341334655	0.0238960391037765	0.150314126267399	0.0281878624692093	0.157956766771227	0.037121253508645	0.407000971103827	0.0459333494857492	0.525217381558421	0.051156523491305	0.64171874827196	0.0561495202111243	0.697580482273731	0.0613897103839095	0.862198902698332	0.0641748255175673	0.941629923186673	0.0777325096696516	1.08413560827294	0.0746979597181103	1.21167357312657	0.0847496805562067	1.41190870841863	0.112934664854006	2.13297529317742	0.127510534724392	2.93025315383644	0.145100202658885	3.65744529426009	0.14823355227669	3.5287124207721	0.171498845553134	4.55225390966288	0.213840926578847	7.30474565217897	0.229311866594566	7.8028904504225	0.244349301857085	8.17273752835441	0.263440599892862	9.35868101737673	0.298737584469322	13.3564114061981	0.301444149653453	11.6656619127502	0.325088417498448	14.0108178714391	0.363141861078932	16.4827916916717	0.460889706740995	26.3335953066001	0.433769249048607	23.2982342997939	0.481342147670198	29.069386482552	0.543639208897913	35.910213930606	0.655791276554676	51.1669670375853	0.620639569298502	45.2207889524193	0.663174222922875	52.2662244824903	0.718256712035764	59.7710367715239	
0.0127897527505667	0.0592824061677999	0.0237965514848671	0.0606178862965785	0.0128374485342899	0.0848203913577344	0.0182172589470151	0.0946966929901099	0.0156438755669062	0.103472788938449	0.0167091667729674	0.12348107934606	0.0204448924922645	0.130540065863602	0.0247006864841718	0.134678560213203	0.0242650094505854	0.15315915652665	0.0285376487452712	0.161648616593141	0.0376600608024626	0.416779100973261	0.0463758334556506	0.53871183757002	0.0524753311937524	0.657231089168602	0.0571631344073119	0.718220626814988	0.0623349839867866	0.886397688835829	0.0652836336489655	0.967573891330786	0.0786863395309434	1.11372128034147	0.0759602558463184	1.24433109614625	0.0862927532875653	1.45168630859838	0.115207513755195	2.19187608811941	0.129322315340639	2.99779359506213	0.146755320958424	3.74092043114994	0.150692097862937	3.62921655729933	0.174083523002294	4.6874693682199	0.216371228311117	7.4698537699936	0.233943965194654	8.00255855035574	0.248173538255949	8.40654698092884	0.267652343591397	9.62369722529914	0.30295547220181	13.6554842164114	0.305162797203696	12.0003904060392	0.330420851863466	14.4103263659737	0.368553321726796	16.9833421614948	0.465703803327585	26.932450594795	0.440626202708863	23.9685294766491	0.488449948683335	29.9005750771106	0.551863381324572	36.9099923922591	0.663037211436809	52.3357619120517	0.629696280423584	46.5490225187967	0.673275823886736	53.7639103206252	0.728245012741779	61.4376607913797	
0.0129092136139306	0.058385571674873	0.0239679501383366	0.061028868742895	0.0128518072561429	0.0867523253595633	0.0186415330874518	0.0970218197227336	0.0156900423519072	0.105647237871998	0.0169154860584033	0.124841203142108	0.0206402549654876	0.132328947269573	0.0250920145260168	0.136772842649566	0.0244309412892745	0.155942341149118	0.0287706421090258	0.164568894802464	0.0380426492870429	0.426688168969701	0.0470061582975393	0.55190413762817	0.0542884395238985	0.672840869684986	0.058335572450043	0.737690564596822	0.0632569333578724	0.909643906647722	0.0661804698107166	0.994114895424531	0.0798079736680649	1.143281923117	0.0773315596616434	1.27830539280856	0.0879426585148506	1.4917952267683	0.117262772861638	2.25298248764397	0.131448035053621	3.06369979807763	0.148528275167156	3.82383211790892	0.153037811972754	3.73026202504734	0.176838993155172	4.82006035988631	0.219017883534421	7.63330646201048	0.236682371116776	8.20347369115715	0.252148314841053	8.64016830635214	0.271797410961335	9.89154558503644	0.306827596136483	13.9561151292181	0.30904244347735	12.3349372914347	0.334562718359044	14.8102278786161	0.373209101426587	17.4828011213123	0.471151727198358	27.5322111284893	0.446706866428217	24.6346392900528	0.496283122945711	30.7312514442775	0.558754090084399	37.9066676872409	0.671463585991332	53.5008538481374	0.640617388264251	47.8779303626861	0.683647405189916	55.2584445633174	0.738760853531238	63.1039532604147	
0.0132516876784506	0.0578924873267376	0.0242008716512842	0.0623939183620132	0.0126577963153303	0.0873642770215956	0.0190708291025778	0.0991504082976181	0.0159135000886085	0.106153106077054	0.0172693915051042	0.125994871650659	0.0206938701148466	0.135053065670935	0.0253607575014237	0.139173675717569	0.0245522019422439	0.159784977909466	0.0290639225690635	0.1671584516501	0.0386102107288686	0.435415650609551	0.0477302356696036	0.564350681170117	0.0554241872522379	0.690868596320868	0.0590384310632697	0.757688387630407	0.0642402981676537	0.932644662765201	0.0677689455247096	1.02096760152766	0.0811687592542669	1.17329914676304	0.0785342482170806	1.31131961235737	0.0896275459934602	1.53223709274284	0.118855267756381	2.31240296055791	0.133551401156289	3.13031590169192	0.150635880283466	3.9071752398301	0.155764434833766	3.82845531754606	0.179763498900012	4.95168184479859	0.222186036731697	7.800005278707	0.239042963480084	8.40357392474448	0.256071662693332	8.87421245220424	0.275076726731059	10.1585203642402	0.310159912333152	14.2569723533996	0.314083347053766	12.666611046824	0.339509553791627	15.2094681522619	0.379652089442614	17.9817478537381	0.476921593567919	28.1321579266898	0.45386264732389	25.2998047424107	0.50379357977324	31.5649434337978	0.568044382901738	38.9045201739012	0.679046111027481	54.6688775875487	0.649872983837857	49.2182077920264	0.693810579585528	56.7543050092929	0.749482868469698	64.768509744253	
0.0133120400779065	0.0591824708947157	0.0239784269228794	0.0631266509147042	0.0127557011719513	0.0882962543881298	0.0189545441896274	0.100120053294932	0.0158587112894423	0.108344275160406	0.0173976596801653	0.127974390413024	0.0211353838983836	0.137785755149959	0.0252077125987804	0.141671599159365	0.0251543430639422	0.161502438518889	0.0295326671275357	0.170431802961838	0.039564136746328	0.445849868097809	0.048355008094344	0.57849747040659	0.0558590150578809	0.708165118355087	0.0595316605884914	0.777591797842475	0.0653055054983816	0.955765443073783	0.0692405502495489	1.04782950444078	0.0823612809162011	1.20339041055025	0.0798983719660747	1.34433499605934	0.091036831628933	1.57292843674021	0.120438656761044	2.37193286386917	0.135215074625785	3.19645144288053	0.153300975618218	3.99081871326733	0.159233825002581	3.92727352746266	0.182484317170786	5.08518366989971	0.22577639592138	7.96924707157272	0.242185306215881	8.60327741493387	0.258886721678905	9.10895229598652	0.278775343494348	10.4252557935537	0.313263690659839	14.5558290967859	0.319014989634963	12.999501109438	0.344485876369651	15.6094227502886	0.386298026466665	18.479377696106	0.482702228401342	28.7335594506827	0.460083138348113	25.9682633512361	0.510748654669631	32.3999895662773	0.577585251830261	39.9068169316764	0.686407209493448	55.8365474243984	0.658193203707004	50.5535417613754	0.703381040001961	58.2564947231848	0.759034638167321	66.4348692685102	
0.013141851682489	0.0603113283889808	0.0239387767765691	0.0639979176937893	0.0129784510307341	0.0890596914804943	0.0189817286589128	0.101123771600134	0.015803258722124	0.110351915497614	0.0175066645871354	0.131592702134824	0.0215635908750926	0.139436044121878	0.0252867576959126	0.144754756948103	0.0255667015555553	0.164749741903606	0.0300925667124042	0.173923331128233	0.0400530392537352	0.456727511525844	0.0489901034062131	0.591733542623667	0.0563968602168879	0.725290859120296	0.0603884254875203	0.797846549479129	0.0662894878536108	0.979411954950765	0.0698870023766605	1.07482668195144	0.0834846941471993	1.23335000861473	0.0813742547619074	1.37843839730743	0.0923483879810071	1.61320580787282	0.122779124087637	2.43222295919585	0.1367986263907	3.26344869024038	0.155368998203693	4.07435694725862	0.162075720278287	4.02780094705315	0.185188266157071	5.21912181960632	0.228413125941024	8.13645485603209	0.244711767461928	8.80451665597586	0.262515602422118	9.34090469143538	0.283358880723305	10.6921700367931	0.317311065457915	14.8547286810086	0.323281705626412	13.3332507827475	0.348918298390368	16.0096045910126	0.390669203800747	18.9781418893158	0.488147176614987	29.3357917143727	0.466291108601764	26.6346004073372	0.517714101693924	33.2313588374068	0.584352617776311	40.9091025135813	0.694557114049212	57.0014754477188	0.667407637174305	51.8870726903056	0.712445130170241	59.7565014170654	0.769288109851223	68.1009605718786	
