X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	X_Mg59.5Cu22.9Ag6.6Gd11_Pd_[¦Ìm]	Y_Mg59.5Cu22.9Ag6.6Gd11_Fn_[mN]	
0.0309506316455071	0.0561222287333955	0.0191774370853392	0.0494309155497102	0.0189371902458108	0.0735706582034672	0.0132477563860911	0.0972054084955241	0.0209913015913691	0.123417299668886	0.038661063558652	0.154261046140046	0.038084393540604	0.179775905609297	0.0256285654009801	0.194126262487725	0.0327236318401945	0.222702310902236	0.0317532260527827	0.242915322191029	0.0781653110479441	0.423659260263611	0.0740049240644805	0.670531148882384	0.103702547736739	1.19683330512687	0.144140736410469	1.19902936444932	0.142767108771168	1.60438710755669	0.143790337682258	1.93133149072141	0.158348551111191	1.85925490987053	0.163974948410867	1.92711014220422	0.180803516929288	2.3936197957215	0.201073359539313	3.12869531954404	0.230791846251585	3.43954587867589	0.226272792934984	4.16488291798433	0.262211926926381	5.44276277083296	0.301765137564085	4.79734078313747	0.339227773169188	8.26157542046302	0.39037615630625	10.1647670118429	0.435448472818262	12.0038927862958	0.475130123688896	16.2427159982511	0.516337463557194	18.5623891871708	0.573322618646491	23.6138091084217	0.635629344787937	28.7413606884103	0.721007213302216	35.9244680256603	0.749187859216336	36.5593154572037	0.860470481017489	47.8867408702743	0.870330604078904	49.0093307512659	0.951995677284478	62.8591393881327	1.11696550049519	84.6734740716897	1.16253513543572	95.7843757912604	1.17371434125063	95.8192389788892	1.23814700243655	108.109149174295	
0.0311061603508993	0.0560711187715623	0.0193542150794767	0.0506181735149917	0.0193113382317391	0.0746615060969612	0.0134670900226943	0.0980250159780022	0.0213312193114723	0.125750291711317	0.0391346836679413	0.156527361310068	0.038269071654212	0.183816492063095	0.025980373786451	0.195786912422795	0.0327677779724353	0.224619656609742	0.0317890080482622	0.246619512036471	0.0786690050824588	0.429867048797517	0.0749229175410721	0.681040366938167	0.104233312623538	1.21427592838304	0.145018748482398	1.21826990585039	0.143578161718396	1.62928776163615	0.144800893342337	1.95754589164528	0.161429309542247	1.88808853899578	0.164817200748815	1.96061377174274	0.184011537540394	2.432219156485	0.203625742985313	3.17985193481528	0.232319516319033	3.49919964788369	0.229664860041063	4.2320289441184	0.263987418730112	5.52530961199066	0.304524047501641	4.89780766676349	0.341712297058626	8.39560856506772	0.392493661410556	10.3355566627541	0.44060021790849	12.2048582185139	0.479815914959234	16.5079976330947	0.520203093865574	18.8620179969348	0.579401389438539	23.9509664908698	0.638804330216841	29.142144163489	0.727246752169628	36.4229118439197	0.755237148089684	37.1594596957806	0.866543480900819	48.5521819941012	0.875575718532086	49.8432071426472	0.959263368377345	63.8581206376998	1.12363016395329	85.8433120273902	1.17057212306602	97.1144086727664	1.17982304290667	97.3191003864552	1.24724177339712	109.775285181145	
0.0311977145354209	0.0568451878564855	0.0195046994558465	0.0509881450281638	0.0195640704703806	0.0757343969279162	0.0135874663259447	0.0993424662846692	0.0216680446404432	0.127174880488764	0.0393745130645576	0.159299413717915	0.0385687392932846	0.18619888785538	0.0265989890572045	0.198745665894154	0.0331831366717089	0.227423461295109	0.0320283383083637	0.24983545604536	0.0790805374574721	0.436828044427868	0.0755692140849458	0.691403483771996	0.104716898582876	1.23057058020521	0.146081472231929	1.23894165715002	0.144227708642077	1.65262181480419	0.145373808427945	1.98549651059641	0.163825100090038	1.91810587905715	0.165712985482294	1.99312158466566	0.186256721405502	2.47218453456993	0.204791775694002	3.23154289638833	0.233682508473229	3.5594471352046	0.231312871773101	4.30016776006986	0.26761899579788	5.60751698608604	0.306309577391124	4.99820796082857	0.343311818805408	8.53027966560573	0.394093910325238	10.5016096072758	0.44358431223577	12.4067987454212	0.483365530346025	16.7754492494341	0.525426699977438	19.1606447036561	0.582155751879015	24.2879022185558	0.644384355105699	29.5395730148133	0.734359382242053	36.923866507721	0.763530631778164	37.7571638693279	0.873301204381499	49.2188822659892	0.883952005301527	50.6724418225371	0.965778360960453	64.8580183086368	1.12936922778838	87.0104901259439	1.17887394304531	98.4472951265056	1.18899935594372	98.8155568788501	1.25599941936258	111.442993260426	
0.0310462506041504	0.0571758182687063	0.0199232386275439	0.0515458034970579	0.0196171954290176	0.0765392123892672	0.0137196619690771	0.100700829299058	0.0219941045687294	0.129387848340092	0.0392037548765277	0.161578723747619	0.0390012964224538	0.187548650688276	0.0272277888409229	0.202177443899459	0.0335921635008675	0.229881337868098	0.0322378849743173	0.253027825952699	0.0794342520172341	0.444438055446578	0.076085970113594	0.701141799603257	0.105496669600921	1.24769364341814	0.147080622028071	1.25870664955101	0.145023452788183	1.6759963805023	0.145944081689008	2.01258053393303	0.164947066179629	1.94889447058898	0.166574015026712	2.02757330054011	0.187402745344219	2.51250567786147	0.205901811250321	3.28159240200159	0.234829936179891	3.6198366492114	0.232469644708098	4.36714940777732	0.270717967464226	5.69068688201657	0.308039624797463	5.09864131684349	0.344840744592462	8.663778231078	0.395948567286583	10.6678935197851	0.44642118343933	12.6075890890036	0.487011425939405	17.0418894495054	0.533649384489045	19.4568015430268	0.585209911958109	24.6190991368095	0.65217053014854	29.937568110236	0.739602030108151	37.4254321191022	0.772117186351456	38.3550058786097	0.878319462374669	49.8884249342399	0.891599253220466	51.5047386909069	0.971778185274373	65.8595849095482	1.13760783713506	88.1751275766348	1.18451066712513	99.782945745515	1.20145393966136	100.312043173566	1.26657683656402	113.107430534981	
0.0310610938378458	0.056536370764156	0.020075422195042	0.0531137577365254	0.019903533747267	0.078064347620209	0.0138948104582964	0.102266979101122	0.0221847208183742	0.130890493587117	0.0394241619322493	0.163032823807747	0.0390871741109198	0.190517997953419	0.027832069302256	0.205238875679793	0.0338878873278859	0.233048329236484	0.0327257421710939	0.256168682082577	0.0797430344361479	0.451169596488507	0.076490502880572	0.712160509290815	0.106505779909491	1.26335045572231	0.147838119625584	1.27801145220667	0.145796762237795	1.6986179719346	0.146807414202084	2.03764498436251	0.165963480731826	1.98018457930342	0.168357092170584	2.05927784778057	0.188444981554088	2.55388014693486	0.207012909704723	3.3323816105346	0.236338761403566	3.67921870507096	0.233393999184762	4.43455666988117	0.272372008095484	5.77584375456566	0.311115265156857	5.19684555238194	0.346588826155339	8.79532753849418	0.397639674960852	10.8348535724514	0.44903440146087	12.807554280824	0.490618347370963	17.3069885451331	0.53915017278495	19.759838993252	0.588579708739995	24.9521493868987	0.656963186336313	30.3392810452	0.743461294302614	37.925146261293	0.778393693183685	38.9567072884574	0.882291624244938	50.5551922613501	0.896066620061565	52.3399114832505	0.979472242111944	66.855891400808	1.14707291275616	89.3396383674615	1.18968181410804	101.117754448957	1.21081330454671	101.815160484698	1.27906858142016	114.773454783127	
0.0311974577366804	0.0571394384823634	0.0202286730622169	0.0531036623458152	0.0202409334949046	0.0782922233259041	0.0140724286949365	0.10414675904125	0.0223283397251762	0.131703057942959	0.0397659535737863	0.164816495628314	0.0393188611361452	0.192859240931392	0.0281151038999089	0.207968902158456	0.0343323398867174	0.23595184364026	0.0332017384102382	0.259684802984539	0.0801358155565775	0.456922986939075	0.0768759171986685	0.721096083308547	0.1076999584205	1.27914696640603	0.148464010370825	1.29916493008514	0.146512489790717	1.72180312991309	0.1481341905566	2.06442027428031	0.16718536675305	2.00994429226982	0.17156232939903	2.09160498413259	0.189297252952627	2.59405879787926	0.208033172379923	3.38203390708865	0.238715913494454	3.73873277589921	0.23455583161697	4.50096555423245	0.274205365214825	5.85954031338712	0.316436685139729	5.29495153339344	0.351271496782156	8.9258328333538	0.40124821437633	10.9996445749444	0.451437070992757	13.0075241292571	0.494279629420312	17.5696308119255	0.542269917729175	20.0627386077427	0.593366907066138	25.2833854206988	0.660643142919483	30.7357748487037	0.747202175788027	38.4240706419781	0.782301402805242	39.558591237521	0.887544820450796	51.2195754027824	0.901878029078482	53.172446770188	0.988653890917811	67.853337830845	1.15377637651562	90.5080085588541	1.19923570974774	102.444531426897	1.21721381840219	103.316377897868	1.2882695129216	116.442094184939	
0.0309880051712285	0.0575535368573802	0.0209114307278297	0.0535584969865895	0.0205835348894096	0.0787995758262431	0.0142442820390056	0.104558309012234	0.0226134906020462	0.133733923135769	0.0398578888826085	0.166326795182385	0.03963288741049	0.194900699917985	0.0282562636974658	0.210635191251447	0.0346901874203407	0.238611904513829	0.0335185299035477	0.263632650086991	0.0805576447504178	0.46323394854705	0.0777244339993781	0.730608611633848	0.109026719850582	1.29697655417358	0.149072526673484	1.31898510334606	0.147411618085763	1.74588643205682	0.149383195544579	2.0912912575881	0.167918972317576	2.04079574807245	0.173476818693453	2.12568160985793	0.190171636222153	2.63367120472517	0.208969289891492	3.43185523868196	0.242546309957906	3.79725475540196	0.236907376580322	4.56643985642449	0.276424375609275	5.94296166640085	0.319562459262826	5.39658769245635	0.35776234862361	9.0575544354381	0.408275107890974	11.1642530382215	0.453305998208276	13.2084569651866	0.500701719468937	17.8341785646152	0.544607129707643	20.3624922147257	0.598740431694742	25.6153255343318	0.664937664547559	31.1370761391093	0.750671411799203	38.9246080732858	0.787368488062144	40.1582288366414	0.895452663556272	51.8833662230855	0.909647334434697	54.0028921693674	0.995834370970962	68.8490408251052	1.1586990660358	91.6762148374813	1.21347158950162	103.772254628527	1.22489294073369	104.814458616756	1.29700322566052	118.108118433085	
0.0310109834743457	0.0574179184708615	0.0213988079747947	0.054677641077901	0.0207758871374332	0.0811321313112381	0.0143223457258702	0.106086885770963	0.0229809393991401	0.135878293261969	0.0401901226268383	0.168192496145198	0.0398457313716416	0.196952432556242	0.0284031972206086	0.212407643545906	0.0350071897214255	0.242725410611372	0.0338406888562528	0.26620184880619	0.0810306053494398	0.469821629361864	0.0783497229443545	0.741863935451782	0.110226797993257	1.31289390395562	0.149736055903904	1.33892029493948	0.149347296912961	1.76815656564922	0.15025368566747	2.11753918612306	0.168654945519461	2.07070819793383	0.174416965988354	2.16021621343759	0.191835229097352	2.67332784939129	0.210364749795917	3.48120089729288	0.244950557249353	3.85866523173269	0.240510088102281	4.63262196373962	0.278124703155964	6.02681794703627	0.321118804635955	5.49690649580003	0.360533584330213	9.19392519959406	0.41247017414303	11.3345639893521	0.455978081387156	13.4063946678584	0.506249213461147	18.1044427749963	0.546774571353395	20.6637415256926	0.602383785589403	25.9503837157965	0.668502827433292	31.5400910629708	0.755507829574558	39.4230332650946	0.795433032535907	40.7556722398802	0.90182852195426	52.5511133014976	0.918122736513807	54.8345967166079	1.00203556912375	69.8468523335741	1.16358693968543	92.8424243606034	1.22260239628421	105.109864750141	1.23464129837245	106.31119078062	1.30520986461176	119.774358748058	
0.0312565109049442	0.0577793134494033	0.0214391818595174	0.0556639371034239	0.0209329059978741	0.0820956281246599	0.0144079496055007	0.107246847982552	0.0232222273909773	0.137706814083139	0.0405646474397047	0.170062548130457	0.0400606007498503	0.199213625452346	0.028554323639482	0.215452136897718	0.0350934740049552	0.24617628072855	0.0342787299197981	0.269555686757234	0.0813408942553802	0.477404457404218	0.0787262284431371	0.751211968935155	0.110932086395078	1.32905747213163	0.150651457099388	1.35943616613059	0.151183312483939	1.79116256045593	0.150983553339733	2.14484230308495	0.169499809035626	2.10083741311416	0.175141838119066	2.19427374705105	0.193996341559578	2.71272465507142	0.213962265250962	3.52885783532559	0.246244714947343	3.91831504281974	0.242830984316464	4.6999030316406	0.279273866062079	6.11078272674648	0.322693599966265	5.59689840493554	0.362213761574932	9.32694413396318	0.414202614186841	11.5020204369271	0.461790133806108	13.602670891136	0.508716265654481	18.3745393473219	0.550247845594052	20.9624613646669	0.604786452603652	26.2845292011814	0.672312757326018	31.9397029343063	0.763779955236677	39.9205420355334	0.800991201478073	41.3580181249189	0.905768352562545	53.2205963651064	0.925554614491935	55.6650905445588	1.00832596148037	70.8508478236448	1.17022738206266	94.0089095551945	1.22782126864227	106.44490442157	1.24452942512589	107.806306168571	1.31374035445816	121.439891257908	
0.0311761728850522	0.0585304359840907	0.0215735372291566	0.0558886659576004	0.0210783389959095	0.0829571742248341	0.0145703599119838	0.108865566575882	0.0235183742683677	0.138917038607539	0.0407367193528108	0.172835881106784	0.0405031600390215	0.202859942333673	0.0288190735387797	0.219130206056565	0.0352421309725397	0.248904182627692	0.0346412154689573	0.273584064154735	0.0815771077135061	0.484503579807356	0.079410099315705	0.760998364292046	0.111524446299938	1.34673257677445	0.152681629806999	1.37809451453485	0.152236785351011	1.81566740245997	0.152219473030138	2.17068953010122	0.170330601693741	2.13070352967965	0.175919792158758	2.22729285604315	0.195617911600138	2.75424208215323	0.217218923552082	3.57902864569842	0.247493554317025	3.97867452167493	0.244270077917601	4.76765907403207	0.280523677610268	6.19325273379542	0.324176613770938	5.69611591938705	0.363808119292276	9.46095958343981	0.41583829912231	11.6684161081399	0.467176898154453	13.8044875521468	0.511028582600523	18.6412999223437	0.556409134654383	21.258875249056	0.607163174431919	26.6189205557143	0.677411273817908	32.3387150339322	0.769924756284101	40.4227632979761	0.804345146544028	41.9587248823041	0.909179822496156	53.8872482082228	0.931524944911436	56.4954800643864	1.01578274551529	71.8506486370386	1.17752900399294	95.1756257177732	1.23184641031287	107.775585503557	1.25332185268359	109.30809727642	1.32272330450878	123.105557878203	
0.0310556309155206	0.0588696483879098	0.0218481091215629	0.056843748126441	0.0210903293695441	0.0835614861317344	0.0146698306390881	0.110054996414408	0.0236436707407877	0.141055005891343	0.0409227488664118	0.174731151559936	0.0408294667241346	0.204879078683366	0.0290343440958295	0.221927084030613	0.0353880120400512	0.252106244110113	0.0349803567832621	0.276859903843859	0.0821313803754194	0.489694655176378	0.0803071796469718	0.771455253663154	0.112157575057242	1.36371803708352	0.154910600929313	1.39828838096108	0.153197016789011	1.83808072689141	0.153809404383858	2.1966282595561	0.170800239738323	2.16142180636044	0.17670142287372	2.25992500052387	0.196705442668986	2.79514157673614	0.218866782756785	3.63050284195253	0.248749149192178	4.03969104857531	0.245391885784175	4.83413594492807	0.282914903102854	6.27574183295624	0.326654188998642	5.79504379253161	0.365162435972855	9.59431938185504	0.41768119434389	11.8363568434307	0.471140362150517	14.0057156173184	0.513369798913954	18.907831392023	0.562309562723086	21.558196722385	0.610825511783171	26.9505905858135	0.682622007852563	32.7387776653723	0.773236088793346	40.9243624369684	0.807433060311223	42.5594726178807	0.915082990131285	54.5502567176003	0.937653975844169	57.3327539203585	1.02272239477012	72.853593595295	1.18598845041754	96.3374170468112	1.23949600982364	109.105052140965	1.26033603332045	110.811736128169	1.33472607872544	124.768207013499	
0.031278896338476	0.0590249173160216	0.0219333250525898	0.0573357228910929	0.0213114852246259	0.0843488029158544	0.0147801473015405	0.111924437219257	0.0237144448130475	0.142720152368004	0.0412088165983448	0.176688413169017	0.040989875261151	0.206051861131662	0.0292249019879275	0.224013304706322	0.0357533420986542	0.254974368257734	0.0351736200772214	0.281450683634393	0.082926551315783	0.496063911753989	0.0809905755566668	0.781443804216796	0.11281780411119	1.38027520544393	0.155893536006488	1.41876525302123	0.154252878993261	1.86142956480462	0.154680807042801	2.22511951123612	0.171462598584381	2.19078710423522	0.177523173513015	2.29380930814669	0.197456858805718	2.83433372429022	0.220024007869284	3.68159403181601	0.249984786080621	4.10019860771283	0.247088996455393	4.9001387726561	0.286753836394982	6.35803488872442	0.330254120272377	5.89357585360076	0.366910840221541	9.7271893046193	0.419767629365791	12.00179790905	0.474190590980379	14.2056947789768	0.517220394890744	19.1736308421935	0.566140378726702	21.8603605920767	0.61766594469517	27.2813237054471	0.686370549591431	33.1406358866511	0.776115780625397	41.4245422404244	0.811736750809837	43.1601234959141	0.923112546829738	55.2156345114951	0.943372736486585	58.1663620908511	1.02775720347978	73.8555774287	1.19385794375709	97.5052135435251	1.25157185481845	110.437171184939	1.27117767213884	112.307782838651	1.34522528858496	126.437099735039	
0.0314068239599769	0.0598624982319424	0.021993775785523	0.0576423717481564	0.0214939038150593	0.0859735168979742	0.0149751737171997	0.112526420819832	0.0239686768470174	0.144711247178384	0.0415319189735444	0.178918334000781	0.0411305577296937	0.208943966834441	0.0294832623085817	0.225648794381157	0.0361036616762181	0.257880676629101	0.0355108247236907	0.283629570901875	0.083439498776426	0.502960646129744	0.0815207410908308	0.791237533738614	0.11334486837318	1.39607055197449	0.156713009340909	1.43904282205988	0.155446248219865	1.8853189190314	0.155318207995033	2.25167896715749	0.172631893742275	2.22122225886677	0.178373414081192	2.327011422016	0.198824202803331	2.8738001463295	0.221178875923668	3.73124469855564	0.251217202344999	4.16108009284631	0.250007195036437	4.96522890430436	0.289033471509064	6.44229676032182	0.332659643283626	5.99225133833958	0.371160011079585	9.85895002224988	0.424208440627054	12.1657469959755	0.4763948385818	14.407185477102	0.52360188228144	19.4372062941614	0.568603860898628	22.1616099030435	0.622682517742836	27.6152866516161	0.689782940146452	33.5411492781959	0.779026771662676	41.9232319278318	0.819429444700937	43.7585131228438	0.92866498592318	55.8821000901055	0.948035110834586	59.0000522177263	1.03319780999516	74.8559295850318	1.2003186819541	98.6724884996219	1.25977403547068	111.775101681503	1.28133664976209	113.809231219808	1.35488797565828	128.103869041209	
0.0313012438524441	0.0606497167906393	0.0222047093108499	0.0583348318773658	0.0216616076382895	0.0869530135414296	0.0151142191360222	0.113599129751855	0.0242107417845288	0.145591521592567	0.0415355926394754	0.180835199495107	0.0414461786407479	0.210955216046454	0.0297239957938654	0.228474907151509	0.0361118215462848	0.260410235933101	0.0361170083281588	0.285849465464523	0.083784428865902	0.509739626413064	0.0819067519064846	0.801029342407713	0.113794014236079	1.41343191733989	0.157395071302713	1.46009711408887	0.156493604369803	1.90732630325491	0.155877192572905	2.27796298444051	0.174939599404926	2.2498785874653	0.179375341669141	2.35992575722342	0.20085646440343	2.91249683029743	0.221940969266278	3.78189909815237	0.253490019278538	4.22030056424685	0.252014749789406	5.03271532882329	0.290430431814865	6.52666061173629	0.334201041133124	6.09197875187647	0.376448692102335	9.99113356030925	0.430187255340711	12.3314907414171	0.478503635991689	14.6082086513169	0.528534331652911	19.705185039053	0.571115247632184	22.4612983174494	0.625745360193064	27.9506093286794	0.692719877443759	33.9418116813457	0.784000024060038	42.4221004291651	0.826795389953613	44.3570294096376	0.932764740057518	56.5462373623898	0.953655541609868	59.8324310424788	1.04039868675489	75.8545755584879	1.20685968665308	99.8374537758435	1.26705632678788	113.107839123637	1.28859661972163	115.310612545744	1.36554044181903	129.768149853579	
0.0313463039977613	0.060248142157071	0.0225199948264523	0.0591525621628685	0.0217806680525888	0.087786932831855	0.0152595676834721	0.11530518166028	0.0243690487659559	0.147316229055429	0.0417585083129667	0.182214226228138	0.0418156723704728	0.213113890704644	0.0299337572882886	0.231792729114074	0.0363120227423344	0.263834097696898	0.0365072501073625	0.289711427167377	0.0840788266670991	0.517071928694746	0.0822296516389779	0.81210690003766	0.114172770139072	1.42983448616026	0.157847896847304	1.47931518733389	0.157525093876764	1.93111228068082	0.156522723796611	2.30507424896114	0.177345632233875	2.27979127015731	0.181703097176008	2.39271995182443	0.202091817581936	2.95310412243643	0.223053929434512	3.83226106247457	0.256750020870541	4.27796572702165	0.253496655299876	5.09981478883085	0.291566958093879	6.60966240395009	0.335811773742402	6.19412201605716	0.378868468269254	10.1269026901106	0.432782262728818	12.4998310140734	0.480760406036247	14.8074343730482	0.531404521154414	19.9729700688582	0.574123249952864	22.7606719448401	0.630241902690624	28.282568068763	0.695612590123069	34.3413415962985	0.78920628170716	42.9237703486697	0.831678895247	44.9575610783871	0.938291824071334	57.2138689568082	0.961817404199483	60.6617737557822	1.04835522011734	76.8522827588335	1.21233854857607	101.005496141705	1.27517567983017	114.441858065573	1.29807343880199	116.807888601966	1.37222737275117	131.438361327821	
0.0314727792913723	0.0596928447363106	0.0226713555526283	0.0598539826334541	0.0218821783965092	0.0890438253461755	0.0154194494178718	0.117198516708799	0.024598698921767	0.149562535342962	0.0420573420719984	0.183840475437241	0.0423392298915642	0.216228175038577	0.0300419800392734	0.234137653726425	0.0363881055162623	0.266981909641924	0.0369138807948692	0.293393352583576	0.0845681539711113	0.523701606334914	0.0826304989500631	0.821326643842474	0.114775248246731	1.44637198033221	0.158367306569029	1.49889635995045	0.158515875393212	1.95497928316687	0.158722860889631	2.32939131305999	0.178642908969045	2.31052444799859	0.184068139311473	2.42554068911755	0.202875824746888	2.9938040811672	0.224623664094787	3.88054152094137	0.258805551728182	4.33862835136049	0.255290525092855	5.16456452209425	0.29258202170732	6.69311542192985	0.338599240058707	6.29324220730425	0.380211156575462	10.2605856574439	0.434312172804471	12.6666876899389	0.484972145992109	15.0042759091018	0.5338586462586	20.2404608007438	0.57874746701725	23.0596190265118	0.63479179604566	28.6153463726734	0.70272644528935	34.7368221208892	0.792862470047465	43.4260698422049	0.835656163201061	45.5573514144024	0.942786905666801	57.8833073169355	0.967893173681708	61.4973339782984	1.0548164869478	77.8528360808318	1.21903332344514	102.169805766866	1.2804599404395	115.777851411274	1.3072170870326	118.308122538544	1.37837488190284	133.100392064957	
0.0315359019338445	0.0605652392887723	0.0228479247627978	0.0608553435285017	0.0221014966000786	0.0900177631582777	0.0154866128791023	0.11858998532876	0.0247567933244503	0.151139293490725	0.0420432412239033	0.186151013875542	0.0426970115210177	0.219547277569621	0.0303038359482511	0.237197048238724	0.036690737867964	0.26927575703425	0.037177305161661	0.296684326263819	0.085221994772106	0.529107991831428	0.0832252643709269	0.830862746269326	0.115462532777423	1.46294905571171	0.159191993805214	1.51933085683546	0.159148103244345	1.97870006801565	0.161960777857691	2.35551793683538	0.179463497774699	2.34011093497433	0.185047675640391	2.45954141205667	0.20399075486029	3.03356154149722	0.225977906266748	3.93051815056662	0.260191303392175	4.39865441674981	0.25670617835247	5.23025535677461	0.293586582918296	6.77700057356371	0.343949354945827	6.3908899776308	0.38190022300023	10.3933885249859	0.436092581150208	12.8342195746388	0.490604193879318	15.2043454090456	0.537030235148401	20.5069531548769	0.584927950405971	23.3573572515392	0.637524091373934	28.950127020024	0.710665056566049	35.1361322437248	0.798317445922013	43.9234780298105	0.841017485268419	46.1568362766278	0.94675653327155	58.5504061948664	0.972658251640868	62.3317170091363	1.05910870738768	78.8546783532122	1.2267247867907	103.335292583704	1.28525787470189	117.111311559692	1.31346759163138	119.808766257035	1.38698698908221	134.763749005377	
