X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	X_Cu46Zr47.2Y1.8Al5_Pd_[¦Ìm]	Y_Cu46Zr47.2Y1.8Al5_Fn_[mN]	
0.0160315147493636	0.0901597207225666	0.0181671862652885	0.136128682143695	0.0228787815741255	0.166107314112389	0.0300945069770801	0.19999541796591	0.0301309157824364	0.245179978442794	0.0312686202915257	0.277745948092157	0.0362020497881405	0.319918463258162	0.0349215718057865	0.362213849333551	0.0420929157953135	0.394263682583163	0.0419243922051588	0.442409113834971	0.0616471753680174	0.818218078410954	0.0829680515471313	1.19064509437499	0.0903688816645709	1.59947431845381	0.108549586787725	1.98467591904071	0.118406430771242	2.38290228258421	0.132969357854301	2.73207890706536	0.138964168850502	3.10165769612379	0.154765805675464	3.53063555268462	0.159898938805275	3.91999431420319	0.180510084487522	4.62081194353479	0.204061660982912	5.8215072803956	0.22628057008177	7.05661148047104	0.280243879760537	7.77250823019906	0.270510031044133	9.70045334488852	0.294642672346014	11.8230351068212	0.350764551861309	15.4686630586771	0.370809329115181	18.9955413206706	0.438622733172262	23.2121759543291	0.476874415943352	27.0828043445614	0.513483296057929	30.8900465823155	0.548361346631967	34.7865757351482	0.57882616884335	38.6594206334397	0.631208208926107	46.7865555570997	0.718346837093481	58.4764298147338	0.780383010238319	68.1950072858708	0.93455752673661	96.5440858054368	1.02939594998866	116.780806816895	1.10896491076697	136.298585927709	1.19483289810952	154.477334862418	1.22908834397069	163.923474115345	1.27522270820458	175.171469210768	1.29586350790177	184.550185147647	1.33813196684789	192.570454724046	
0.0162224881874113	0.0903642187775577	0.0184540300945194	0.137146181111964	0.0228896828576838	0.166233843009289	0.0300750708016768	0.201089547316132	0.0303710031059305	0.247646498853018	0.0314109259912917	0.280321898899701	0.0364668259551031	0.321060119161263	0.0352634468690864	0.36543704019588	0.0425062721510473	0.39662729185378	0.042017769357034	0.445417140088953	0.0621855640992787	0.825360623727071	0.0831200210894147	1.20117451048815	0.09077871191078	1.61208791797464	0.109131492439498	2.00230166358942	0.118849798208284	2.40347822407853	0.133588395750485	2.75582250931614	0.139635547223939	3.12722971733233	0.155247981868517	3.56102786647978	0.161258422524751	3.94938778458452	0.18182421469506	4.65808812781325	0.205180776366828	5.87398171704733	0.227171358924431	7.11406709567651	0.281593065866609	7.83893946629107	0.272626475476902	9.78180529923975	0.295494938814295	11.9223802124594	0.352148743100057	15.6034105276626	0.372344356616311	19.161245950566	0.440892506636589	23.4109704737288	0.480941046109364	27.3119320387756	0.515189228085394	31.1566004037356	0.550914183305807	35.0878585737261	0.580558352051482	38.9931544742662	0.633605044335905	47.1881120298786	0.72067521413684	58.9770827300352	0.783557710235553	68.7816808753682	0.940269750166834	97.3771277318309	1.03572822713754	117.777500738328	1.1121535249542	137.468029002657	1.19914868692993	155.811927499033	1.23310350480265	165.340321157843	1.27896546904249	176.672507810013	1.30222080584009	186.128858793023	1.34413687334759	194.235152768909	
0.0165023850348868	0.0903656957968832	0.0184019021770898	0.13773963729062	0.0229989456486058	0.16727331536851	0.0302313457522013	0.202670932972717	0.0305519377582581	0.248194436643001	0.0315336115474345	0.281284187904216	0.0367665346058394	0.323032398346146	0.0357613607024185	0.368055948255138	0.042344160823115	0.401113734417082	0.0423769798230413	0.448090297685605	0.0627072570281666	0.831204672605206	0.0834150605951472	1.21118471429062	0.0917837992463358	1.62477346216095	0.110020928186918	2.0187185514937	0.119574302466595	2.42302458851551	0.134415936378598	2.77955540135781	0.140467574198793	3.15384761374249	0.155734676710658	3.59170842459809	0.162716465461179	3.98681204914531	0.182720355150099	4.69840740845973	0.205963173603906	5.92395974365638	0.228136095137676	7.17556092537371	0.282686035739952	7.90503170098202	0.274142997549046	9.86653702305373	0.296399285589048	12.0216079714587	0.353311669353092	15.7361882494964	0.373974148462656	19.3274553572728	0.444554702523007	23.6099046915081	0.483569694146526	27.5508646965897	0.516894733491449	31.4228729657515	0.552694184677973	35.3890631812115	0.583508609438688	39.3242806120077	0.637981980343188	47.5860884988507	0.723053243578191	59.476886279189	0.78614463021582	69.3674082411748	0.943904783936421	98.2114809603478	1.041208530783	118.776511790216	1.1163432824423	138.635028287285	1.2027306923381	157.14473199639	1.23727754978428	166.755394962244	1.28370643906113	178.173158979084	1.30924414447443	187.704626712106	1.35092369618147	195.897794453625	
0.016463826480127	0.0916897308448783	0.0182858186240838	0.138969419588158	0.0230881648264366	0.168660083720075	0.0305481309474444	0.204408024114851	0.030601816752851	0.249626577864093	0.0315661178485817	0.283639269752914	0.0369075083047732	0.325285936935204	0.0360782460643137	0.371065109558454	0.0426581042737775	0.403983430171474	0.042657854148126	0.451959418930411	0.0633016735202994	0.837408852264307	0.083746504394468	1.22094986385229	0.092835540924448	1.63930535326373	0.111152153281859	2.03422414030199	0.120210860516607	2.44209690978453	0.135049788860849	2.80294603236957	0.14105450017401	3.1803872790601	0.156327135003912	3.62204206507383	0.163659686644457	4.01789261029042	0.183537114485361	4.73900375755899	0.206653125820771	5.97297711107535	0.228978394993419	7.23360047980573	0.283965497048342	7.97294746518745	0.275209400860872	9.95045756494374	0.297965899238878	12.1215621620318	0.35445952421659	15.8696132404887	0.375668435084305	19.4944582507755	0.447211002426832	23.8110610448449	0.485486115367537	27.7861745097606	0.518818909416426	31.6897751017979	0.554352019199928	35.6886659139446	0.586790113522441	39.6580479804453	0.642739921615785	47.9847951246866	0.727003689394132	59.9754157791211	0.788856905976297	69.9501330231435	0.948398134575556	99.0437480263966	1.04446214017737	119.775761260672	1.12228701449234	139.799613583914	1.20630459810656	158.478952103992	1.24082840164888	168.172361214025	1.29031373902021	179.671068334626	1.31512648562564	189.283032136594	1.35713197905566	197.561449417254	
0.0163344433053012	0.0917652625572836	0.0184818715085636	0.138401662090575	0.0229743562049028	0.169877918895777	0.0305356983454679	0.205952258733623	0.0306189925006704	0.252946829996385	0.0318604145780029	0.285161079871384	0.0371505858343965	0.327408973954692	0.0361951111162832	0.373389021206214	0.0432615786870631	0.406010395451188	0.0425854026533048	0.455699813939221	0.0638454709190674	0.845034404727742	0.0841861715792394	1.23077985674513	0.0933948558075278	1.6531913721917	0.111709148039581	2.05084778180801	0.120469131601983	2.4628146451341	0.135359432907377	2.82607240061333	0.141916339526701	3.20674091270226	0.156921936999536	3.65167604949863	0.164354541779944	4.04971310718591	0.184282196257778	4.78014865562865	0.207103595154129	6.02485224167878	0.230850126159448	7.29280698136831	0.285384394113222	8.04030629851972	0.276099155408663	10.0341722845545	0.299210809963921	12.2212080848473	0.355844239306826	16.0036696681567	0.377572506452889	19.6599989679055	0.44884417815805	24.011643703503	0.486933243095447	28.0214265809345	0.52322617823349	31.952680001544	0.556127109993364	35.9889541000601	0.589307478756093	39.991174598982	0.645442785974753	48.3865117849407	0.732251438135814	60.4748579751331	0.791579970503468	70.534109502593	0.952408216446338	99.8792858971721	1.04745028353049	120.771672871179	1.1284078789626	140.966389351134	1.21142491905332	159.810430398065	1.24672310306033	169.583963048032	1.2959689309064	181.172196340834	1.3199651469791	190.868605019275	1.36394314428392	199.223956991526	
0.016412857049403	0.0920670037811695	0.0186168420214938	0.139296168277176	0.0230131898388807	0.170350565079945	0.0305064762355138	0.20713505289912	0.0307591913625049	0.25385379262183	0.0323306545916977	0.287122299601219	0.0373443751975559	0.33128653530993	0.03618027728385	0.376208192713332	0.0431853821491629	0.410821433020157	0.0424818528657306	0.458921200364147	0.0642618177283081	0.851599530075024	0.0846751997598988	1.24040076772991	0.093765276309433	1.66654595520077	0.111702141551384	2.06861671719576	0.121010973121461	2.48317777943023	0.135893931475112	2.84937921259736	0.142755671749283	3.23306590817662	0.157622612985532	3.68213146039522	0.165058363695016	4.08736275179905	0.184935247570762	4.82073476018008	0.208053475538287	6.07119531645175	0.233213524615308	7.35115946017054	0.28677296680859	8.10622810118761	0.27669697091088	10.1177994598475	0.300601894395495	12.3211296791317	0.35726547127591	16.1363551890599	0.379611934821633	19.8248430557827	0.450404277532298	24.2131204317902	0.488088108346917	28.2552779430229	0.529112748885855	32.2177716465913	0.557734942926656	36.2906243688107	0.591858001914025	40.3201400684529	0.647397363807513	48.7859522929306	0.735672393134589	60.9773102055633	0.794701762338685	71.1178103105735	0.95519962831279	100.71429477675	1.05043980107335	121.772032478091	1.13298525045378	142.133969781021	1.21869179887943	161.142668651323	1.25387216929397	170.998396102532	1.30047129714603	182.67146170198	1.32470677254105	192.451376483786	1.37292571803949	200.879744142418	
0.0165085294479548	0.0925861942639845	0.0187026543689516	0.140645188962431	0.0232232487278891	0.170694441372374	0.0306039792700992	0.207537777133936	0.0309688946652762	0.255479794448386	0.0323913434765437	0.28959490271172	0.0372977822233317	0.33337397834646	0.0365174664267089	0.378542116078294	0.0434877645513469	0.413341038814613	0.0425965829363613	0.462131294503393	0.0643807648450259	0.858113898344399	0.0849024221891172	1.25100818210499	0.0941848830649173	1.67916514265678	0.111810945098393	2.08561731149595	0.121834581592154	2.50303124747161	0.13652605025382	2.87191698500192	0.143063524938161	3.26045843210142	0.158204590785686	3.71267814089979	0.165868953530446	4.11689452357614	0.185867585935396	4.86059908977047	0.20892419530492	6.12470538375727	0.234428064823848	7.41345003629247	0.287854083355325	8.17261929041081	0.277685540489573	10.2001656244343	0.302697643656056	12.4207132033377	0.359193643221005	16.2678001883527	0.381570877882908	19.9919111418625	0.452036505212058	24.4140886579759	0.489741360304939	28.4892932178765	0.531590100881159	32.4871883534698	0.559292720737705	36.5903500361179	0.594432574416949	40.6541756577793	0.649072200865726	49.1861043313337	0.738126719920771	61.4781158577597	0.798219961113574	71.7005648948632	0.958393915523835	101.54506427617	1.05436135250243	122.774373939347	1.13811008385071	143.297541798737	1.22517228642342	162.476248009025	1.2580313911592	172.41618191814	1.30510432725344	184.171487022312	1.33000330312132	194.0330154601	1.37936487994818	202.54472530933	
0.0165883697410489	0.0922648661631316	0.0186125193590546	0.141595530845111	0.0236019149911026	0.172077251603184	0.0307746085106936	0.208821678001638	0.0308897578314089	0.257861477196859	0.0325500836932266	0.291534731127185	0.0372525253710423	0.335742622579507	0.0370502481973404	0.38036337549411	0.0443500591112597	0.414678970940991	0.0430332974123873	0.465108587113872	0.0643939041447499	0.865418843026752	0.0855158813495773	1.26005330293535	0.0946508251558738	1.69227327444125	0.11247164665303	2.10199694649901	0.12246532405363	2.52341603501656	0.136833969645185	2.89637374748034	0.143622212293163	3.28744094128222	0.158615323247712	3.74128068562218	0.166482110875425	4.14942142861093	0.187119160806147	4.90042476947585	0.209507162134706	6.17264660799238	0.23532706993689	7.47287120769831	0.289035794248028	8.23805866800797	0.278699359946272	10.2846915259691	0.30452323759925	12.5206506301052	0.362619018854874	16.3997648656174	0.383467079406912	20.1588432548529	0.453595676334185	24.6134792237951	0.494298616856461	28.7188809854207	0.53288455728025	32.755308659386	0.561437702177457	36.8888277312343	0.597161769718698	40.990397992407	0.65085047245743	49.5864612606935	0.74059574875142	61.9774202180372	0.801648740193968	72.2839378773129	0.962696599486573	102.376332964467	1.0599490204814	123.772945407001	1.14381872133646	144.464302664798	1.22926174368286	163.809514442357	1.26216174139009	173.827098298765	1.31049102834308	185.676787353455	1.33548372387118	195.615205779351	1.38391350003817	204.213550975648	
0.0165432658672258	0.0931037258285424	0.0186159365809507	0.141529363289711	0.0235297034471803	0.173418137768214	0.0308789938299459	0.210887395029764	0.0308195810104936	0.259318764126271	0.0328572495224163	0.29396853883353	0.0372518596558414	0.337852300941451	0.0374398306118016	0.383997774357431	0.0448092394452517	0.418097623119383	0.0433140125802654	0.468295543709004	0.0646893607374823	0.871258177084576	0.0861917077807768	1.2707033253162	0.0952999468784223	1.70621691895078	0.11298839622353	2.1186210536663	0.122941285670838	2.54319453159424	0.137401212746385	2.91965331828035	0.144408321077749	3.31394591483558	0.15909067522697	3.77170303456895	0.167152415448467	4.18800518972204	0.188403992853964	4.94191798217187	0.210230052792214	6.22424513580429	0.236002970195716	7.53507889611505	0.290233769688365	8.30456161593481	0.279760561975757	10.3683289458098	0.306114435732032	12.620323561274	0.365321667022172	16.5330687846809	0.385294764713454	20.3265427776083	0.455909380415436	24.8117987687043	0.50121231793434	28.9490312717733	0.534185933982344	33.0224380381298	0.564703962306373	37.1863144991784	0.600237560975359	41.3235618638449	0.652737405196941	49.9870528833309	0.744096389021012	62.475417001482	0.805210982713825	72.8662230750473	0.967761691357821	103.209635661169	1.06617797610406	124.770578101544	1.14824729121984	145.630601594883	1.23268706180615	165.142587160602	1.2681927522682	175.239847522129	1.31719850507802	187.168825651766	1.3405806120373	197.194654285073	1.38850217725226	205.879709334238	
0.0164390721130207	0.0936698316838253	0.0187516130451256	0.142185567323851	0.0233065350563945	0.174566283825198	0.0309320656035149	0.212224061139578	0.0307864373732877	0.261063305848647	0.0329025605922268	0.295605192661528	0.0375086148886002	0.33962251224107	0.0374176291883244	0.387733279922956	0.0450076364366394	0.421373637431482	0.043216025436923	0.472733906746675	0.0651643783021141	0.877739832650072	0.0865847097992745	1.28106894507933	0.0957288070367517	1.71952528507928	0.113353048986505	2.13508334354393	0.12354009002816	2.56236347757579	0.138196505521184	2.94299412353673	0.145054185217263	3.34000175809865	0.15976342089836	3.80179197004983	0.168472519237603	4.21784150396656	0.18939643464788	4.98328826029388	0.211183947671442	6.27137052150278	0.237190003841428	7.59276547930805	0.29140055218738	8.3714920409031	0.281093396068434	10.4504874254724	0.307720928009246	12.7216691477075	0.366820958701081	16.6673226527253	0.386464328956475	20.4929850149477	0.458868246937055	25.011358835224	0.504151770381963	29.1858442395082	0.535566621870623	33.2877159476832	0.568519298701397	37.4863866184668	0.60349335320727	41.6575154967885	0.655983517291015	50.3859755759939	0.748755735294826	62.9744531408707	0.808437267654332	73.4497748714229	0.972248841812942	104.042513674798	1.07022997358204	125.771310237468	1.15210529771769	146.7954551124	1.23733951329278	166.473409803614	1.27370032238396	176.65740982033	1.32254977321735	188.662383868446	1.34732440052136	198.773774965265	1.392545827844	207.545986902113	
0.016686923992168	0.0935241088116499	0.0187393875110826	0.143932859358074	0.0233207918617276	0.175243646343075	0.0310876687401331	0.213702375585496	0.0312700626781138	0.261048346480503	0.0329989989868618	0.297559369264727	0.0377396020001704	0.34214168147809	0.0374813345280452	0.3895999122083	0.0452392919438708	0.424030060326417	0.043266808940731	0.476489639473407	0.0653662032939964	0.885389366668665	0.0869962192841223	1.29053257897178	0.0962134147937489	1.73242317080251	0.113808360749105	2.15217660443589	0.124570988459609	2.58296526327033	0.138610857236628	2.96723644900252	0.145695373779834	3.36733863550226	0.160478029868831	3.83161547860956	0.169457984054639	4.24940076489228	0.189861192477746	5.02415515858822	0.212272182424333	6.32342306904825	0.23812269484842	7.65411448835177	0.292785832314013	8.43850721622166	0.282919139224077	10.533016571502	0.308797326900683	12.8215944672821	0.367823645596209	16.8017832743714	0.387396145271002	20.6585778861394	0.461553667117987	25.2100769861763	0.505160070454186	29.4210609204261	0.536961550481457	33.553832047514	0.571045094299068	37.7875055442794	0.606281284919744	41.9907240717079	0.660306083050052	50.7842314417251	0.751921242236107	63.4757058278817	0.811760898023451	74.034168583366	0.975371946293197	104.875704612797	1.07383308624973	126.772534111689	1.15608495719687	147.957954246562	1.24363228554781	167.806035487045	1.27768630189935	178.075031723174	1.32711731462162	190.164733769813	1.35402840220645	200.350585965581	1.39740998036359	209.208613685668	
0.0169108061951407	0.0943327878063105	0.018741206982159	0.143928042674362	0.0234713643139269	0.177006596237341	0.0311580406862217	0.214841310280578	0.0316269125586217	0.262316254794128	0.0331845773707169	0.29941846365834	0.0378660196045289	0.344437013165699	0.0378544566512397	0.391854440327546	0.0454882421200858	0.428817523793835	0.0435460639839851	0.478361685070958	0.0654873735999412	0.892409210241405	0.0874294895633583	1.30066699791675	0.0975052862840432	1.744449222222	0.114067901355215	2.16929407971364	0.12545430668371	2.60371396509403	0.139258678861952	2.989633591705	0.146562005022925	3.39352183712137	0.161975598723333	3.86031581219765	0.169844694468137	4.28857638147145	0.190535615295195	5.06248373732601	0.213123558728733	6.37255266083212	0.238568776907374	7.71348257437338	0.294180412316487	8.50574684027004	0.284436741502355	10.6160411811178	0.309737305963725	12.9214760146977	0.368751451356361	16.9347221150029	0.388650917459323	20.8255919555125	0.463324829799548	25.4109483548187	0.506525467524635	29.6550743326346	0.538452620531815	33.8203244016471	0.572663786276076	38.0874510037038	0.608339951767192	42.3247075069726	0.663752675023908	51.1837911589989	0.754044611735684	63.976660491683	0.81571763847251	74.618681504593	0.978238062640196	105.709454344314	1.07894655494445	127.772357276823	1.15999533887828	149.126562856522	1.24921790629892	169.138854885562	1.28263015815205	179.490865486759	1.33191015266049	191.665116717996	1.35941935904147	201.929289413278	1.40505585434211	210.868647667299	
0.0168921087244333	0.0948610805116686	0.0187329917900728	0.144225440151759	0.0234603825917452	0.177684453520312	0.0310607507324185	0.216855251596782	0.031522017536703	0.26534756411137	0.0333291943133501	0.301619353420602	0.0381770334432383	0.347044250589498	0.0382503032839635	0.394237549163643	0.0457429373226013	0.430724406674789	0.043753720693749	0.482263722746447	0.065633691664375	0.898062512623786	0.0874782381156861	1.31112982446899	0.0986046077686905	1.75839403088469	0.114177889873416	2.18581364592689	0.126092008307625	2.62271923114086	0.140216836521059	3.01232107420632	0.147064395185436	3.4195895547467	0.163889185246042	3.88977773478495	0.170457121039216	4.31931607857044	0.191222921400534	5.0993086958385	0.214533310159361	6.42222847328007	0.239336565514539	7.77539643053178	0.295222213240707	8.57193779514921	0.285454470921898	10.7001209791605	0.311108261426495	13.0203247254272	0.369586060545172	17.0673945973907	0.390502602357867	20.992037918142	0.464807415798165	25.6122146042141	0.508027314691462	29.8888288371798	0.540638336906444	34.0866193154037	0.574076847140816	38.3882495545659	0.610091475148831	42.6583072373547	0.666059038434921	51.5851203890804	0.756266566350267	64.4774288909782	0.819292330227182	75.2003930076486	0.982623179070164	106.544038540818	1.08333625062913	128.770332698057	1.16368361820148	150.294754233989	1.25355505036348	170.473626336102	1.28713497161356	180.908815215133	1.33723362633897	193.163771131563	1.36395726164596	203.514296051862	1.41224110080738	212.532913578508	
0.0167977341930131	0.095005639230681	0.018804318443667	0.144912246862171	0.0235130677311127	0.178339988166383	0.0311209414630068	0.217488187119577	0.0314054340788412	0.267028921420826	0.0334395726977519	0.302871574770356	0.0386001939801696	0.349136728588458	0.0385297322226044	0.396644377620436	0.0458913662151073	0.433459322596737	0.0436687917610472	0.485722974766398	0.0660753154851256	0.904242303274123	0.087650305191728	1.32077273794854	0.0990256728909281	1.77234570805105	0.114665630049497	2.20149339204837	0.126470550568125	2.64353196138853	0.141196578125129	3.03517409928742	0.147637354019923	3.44710268493919	0.1647426596718	3.92019985090108	0.171133015785814	4.34974657658935	0.191686644993769	5.13914927670436	0.215788110267123	6.47300278065259	0.240121871682378	7.83493867386657	0.296340374001503	8.63850593565318	0.286316939045318	10.7838515312543	0.312085013278365	13.1208237396805	0.370664591955723	17.2005644060098	0.392657516809989	21.1570794463957	0.466151030342434	25.8116684999654	0.509431071472025	30.1212329240559	0.543393681336439	34.3523442597718	0.577113338412489	38.6869507670896	0.611801634402829	42.991728153811	0.668512491249199	51.9843895337246	0.758465740997974	64.9763495463732	0.822991495658427	75.7822386211486	0.987551587193663	107.375389185497	1.08662886771293	129.770587996846	1.16899357636995	151.460173995605	1.25727731254719	171.806758658989	1.29082341347845	182.323218467311	1.34449099508837	194.661605981303	1.36809802439485	205.098483126619	1.41715729980897	214.200308733419	
0.0166157802881596	0.0955552795946652	0.01886584901857	0.145789159784096	0.0236361914075891	0.1794685473464	0.0313141523744415	0.218055318884834	0.03161244262884	0.26831760986841	0.0334886731474147	0.305267954952511	0.0388025384114044	0.351591869401515	0.038671055720476	0.399947400285916	0.0459578512122034	0.437087958901901	0.0435364472576384	0.488126951047942	0.0664142880903408	0.911478970373466	0.088248941838237	1.33025010884832	0.0995254481528609	1.78590890730692	0.115597564627614	2.21811074712731	0.126504275600886	2.66325830390451	0.142617808767206	3.05873353250781	0.148251518689228	3.4741038205706	0.165075927015255	3.95038308278817	0.171713862442303	4.38705721980143	0.192251966948185	5.17936657753376	0.21678715010896	6.52115215547324	0.24077478266831	7.89511794181213	0.297636382513932	8.7046587063086	0.28720421380996	10.8673529780057	0.31332938823099	13.2212799130974	0.372326774828804	17.3339018526843	0.395040168229601	21.3230355333742	0.467575519321114	26.0118283381946	0.510962902906822	30.3552780012305	0.546060518919406	34.6186540746889	0.580981226066351	38.986743489619	0.613670741267407	43.3250149598229	0.673256271147924	52.3814644824874	0.760795890771659	65.4763281841626	0.826887947679706	76.3648218420927	0.991595262737095	108.206955897003	1.08949199380413	130.770664481709	1.17572906081279	152.624386763222	1.26083542049161	173.137521697359	1.2952898386557	183.738515789118	1.35267140620906	196.158114627759	1.37221480623348	206.681463207376	1.42348667362879	215.862682197246	
0.0166303721033218	0.09515628064997	0.0189799451219192	0.146243979872956	0.023654526924141	0.180286059353185	0.0315042038569775	0.220658161630443	0.0318136790947095	0.270483720554929	0.0336125943648891	0.307516051125532	0.0386595609224649	0.353460073293628	0.0385048973215547	0.403977291082529	0.0462936269362633	0.439913649666732	0.0434971172258112	0.492618283054528	0.0667411101839156	0.917438968906633	0.0886717251051141	1.34066276039923	0.0996990778397517	1.80038934283991	0.116707678025075	2.23554952867804	0.126820379879979	2.68317323923289	0.143924677388599	3.08222358219969	0.148783897776322	3.5004155446989	0.165671051952802	3.98133512142409	0.172628510212363	4.4173810813906	0.193107037704485	5.21883649203254	0.217860417454481	6.57281215057215	0.241964233000065	7.95364876887893	0.29891373902748	8.77088505144393	0.288256946482151	10.9515557106224	0.314966963515628	13.3210236247786	0.373532738633168	17.4683140455588	0.397871814672799	21.4896714857999	0.469329468844788	26.2120272919702	0.512186866286471	30.5893640565965	0.548748364287533	34.8840698199768	0.583144900334746	39.2870130492838	0.615766860696404	43.6596391449884	0.67707573037691	52.7835536717536	0.76336864229719	65.976366426594	0.829719467960222	76.9488132227026	0.99564527358198	109.041107959854	1.09235734507235	131.768952827313	1.18053414151805	153.793159285948	1.26456425240813	174.466347584866	1.30144853519207	185.152248489075	1.35762871079751	197.660017494312	1.37807869584426	208.260211358555	1.43048645233387	217.523982777518	
