X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	X_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Pd_[¦Ìm]	Y_ZT3:(Ti36.1Zr33.2Ni5.8Be24.9)_91Cu_9_Fn_[mN]	
0.0152644786656626	0.088932728982015	0.0256850481320593	0.129521042923346	0.0224670303830321	0.177250635482108	0.0273503535092854	0.238454659935945	0.0289079600697892	0.296603014258111	0.034280522323176	0.347128592121914	0.0421622431094875	0.383111569583326	0.0464781634078483	0.424907026681154	0.0460632500447126	0.472219539768782	0.0581628610230062	0.891378987442862	0.0776863297741142	1.32538208302617	0.0914560405758412	1.74413979986097	0.105502134841529	2.15710556753704	0.131521403824878	2.58921810544114	0.135981297715647	3.4513719274451	0.14113298805569	3.87798478684647	0.154500851226159	4.23613507225317	0.17543536935393	5.12520205879032	0.198577049151971	6.39125535255796	0.233697229788017	7.76643962345175	0.284885849215884	10.7702082373513	0.290231912006282	13.009309609153	0.357913180553619	16.9443149417021	0.436017256751003	25.419988889977	0.474937865343178	29.6453955304959	0.498553073557427	33.8773108858653	0.538965477698011	38.1027489257777	0.585597338199872	44.9715006429036	0.601986534760274	50.7525929365298	0.724014936426931	63.4705457917464	0.82213922711464	74.042981733491	0.817950272016167	84.6072607214141	0.960534608724232	105.751776615961	1.02791323948517	126.892181187198	1.14860209476648	149.194814494376	1.1672866928043	170.4935170384	1.27853277494289	193.314006072223	1.33679272571165	213.093303299879	
0.0152899520130684	0.0888577720702339	0.0258738542063908	0.130935547224019	0.0219666116804992	0.179216788310971	0.0274519044268566	0.23930581596914	0.0290977151443623	0.299896199829364	0.0344336503026966	0.350621109818497	0.0424071229636654	0.385401255128095	0.0465802128900414	0.427593746662155	0.0464194759711063	0.475179515600962	0.0584029677383774	0.898199062332835	0.0778965587240692	1.33539403305838	0.091876281244768	1.75724106314178	0.106116242650693	2.17330662144489	0.131937484302039	2.60981523452302	0.136392420183557	3.47834815019882	0.141659084621119	3.90800457162947	0.154978878339294	4.26936466013713	0.17661620032436	5.16533460926945	0.199250990589139	6.44121894366779	0.234691485006668	7.82605544126644	0.285712354579928	10.85431597507	0.291303227931178	13.1100423853615	0.359505918398324	17.0763392236088	0.437470281005241	25.6212868043385	0.477740807269054	29.8785241863006	0.500091995401255	34.1450437616088	0.543561603244585	38.4006678273759	0.587553584316663	45.3042361059775	0.604195986190391	51.1521563790937	0.726538299435991	63.9710683218936	0.824888098246992	74.6280981517177	0.8214950774357	85.277514920078	0.966403292196612	106.58682274844	1.03111516427457	127.892138462776	1.15179551421732	150.36167966856	1.1737464467445	171.825248652202	1.28672229889201	194.810335904754	1.34019692167425	214.758105652866	
0.0153980268438377	0.0881344255024194	0.0256113682344019	0.131903045813938	0.0215750060521361	0.179898370884064	0.0277234426127287	0.241039385547955	0.0290003861957909	0.30230008879942	0.0344684254598912	0.353024998788553	0.0427321876195268	0.388472000133732	0.0465910429376056	0.43070637207783	0.0465566998277394	0.478551688964323	0.0586847849664514	0.904007837370131	0.078213142721611	1.34596431094757	0.0926212081120792	1.77037643611026	0.106504780313293	2.1896622748928	0.132594478625291	2.62916113178534	0.136989423336813	3.5041604526202	0.142332748984023	3.93800153901048	0.156082035129617	4.30179982990267	0.177267932936963	5.20546529710353	0.200041145725822	6.49092502409797	0.235495952868774	7.8849746298284	0.286613367877622	10.9368562969699	0.292326100783359	13.210899958789	0.36052871271087	17.2098145060178	0.438950138388781	25.8202806267597	0.480793356131099	30.1121464430464	0.501856055927361	34.4123892071797	0.546468494632126	38.7016116645528	0.589750168134294	45.6369343161502	0.607609943270734	51.5506469381026	0.729171094003268	64.4709426515596	0.827833007956382	75.2127898868705	0.823816529645848	85.9463237061747	0.969926095888411	107.422524531981	1.03516145418289	128.890829139714	1.15456525367733	151.527099430176	1.177516532782	173.159900893458	1.29358445730572	196.310793358739	1.3438498691707	216.427408156319	
0.0156182827539097	0.0888262453473891	0.0256184482825099	0.131588404317815	0.0223325862594389	0.180187182731883	0.0279041099172682	0.241987064430275	0.029205521087746	0.304135463572338	0.0346182257860104	0.355687999148858	0.0434488064190745	0.391376009302602	0.0467014828882482	0.43361666767378	0.0465599516743901	0.482413010382937	0.0591383855868096	0.910927680186171	0.0784711645094097	1.35553260220937	0.0931851433795965	1.78353334591225	0.106771876171946	2.20626053785986	0.133357622275705	2.64884882441631	0.137740833393769	3.53204471484105	0.143022961706386	3.96849769526778	0.157225985816229	4.33556865353172	0.177952623417019	5.24570914062505	0.201085435248759	6.54132493981328	0.23638698528139	7.9445420188715	0.2874544799187	11.0204164170407	0.293210516198495	13.3116262157397	0.361757543336675	17.3429321605751	0.440444261640587	26.0198611823751	0.482774901963413	30.3464988566561	0.503769591110636	34.6788331325412	0.54865366248391	39.0029503824825	0.59233897167402	45.9719049532971	0.611314078093943	51.9509219110797	0.731771963123644	64.9717483037561	0.832928455629575	75.7925567884827	0.826220264173661	86.6131282861861	0.97270430430447	108.255417446771	1.04094504525489	129.890130764232	1.1571784169971	152.693949703199	1.18064520697232	174.48763899625	1.29867159673353	197.81265152181	1.35061289464054	218.091554858244	
0.0159876490314134	0.0899857055179259	0.0259692404757253	0.132042293084144	0.0226713091989069	0.180825560670715	0.0278258250689375	0.242670102194822	0.0293646709874088	0.306525935677191	0.0345804696922509	0.358082371166807	0.0439994491872183	0.39421249758802	0.0468209974772786	0.436730049789012	0.0467917681811011	0.485733175203741	0.0593428232208288	0.917461897266976	0.0787861868798069	1.36580299424377	0.0934607795710585	1.7965828043773	0.107247401351025	2.2235822056024	0.133667943632401	2.6697495646431	0.13828846023088	3.55821930172674	0.143809466416567	3.99786462295698	0.158053138475716	4.37000244144746	0.178754660460282	5.28573552033572	0.202228880230103	6.59151949891064	0.237145864041879	8.00460487150077	0.28824059835696	11.1036682693539	0.294008596447873	13.409410424817	0.363079930845063	17.477260534422	0.442014487273575	26.2201197407926	0.484262023858009	30.5797131941336	0.505965960520425	34.9454633224087	0.550468842942429	39.3025195876046	0.595956944094794	46.3061193565493	0.614170114451979	52.3534171569692	0.734145680726272	65.4726061100142	0.839127812316552	76.3744992595258	0.829574091220593	87.2809535956908	0.975536158006908	109.088459373165	1.04746907677472	130.888314801713	1.16206521250697	153.857298203508	1.18537763500235	175.816777808127	1.30457664459155	199.311782772512	1.3595504012484	219.756908554168	
0.0160985394278648	0.0906652799268126	0.0261414372471764	0.133567042689351	0.0220717891419888	0.182456029935034	0.0276609805973724	0.244929403342036	0.0292242616757733	0.307723470932114	0.0350380520513262	0.359290878565292	0.0441313007415817	0.396738011459778	0.0469363884027687	0.440152805607304	0.0469924508039849	0.488890242166413	0.0597375515737841	0.924206593239646	0.0791194039871629	1.37602495750659	0.0936429398613448	1.8098854661553	0.107809154238702	2.24037301950262	0.134101780956107	2.6901296955754	0.138975699045264	3.58434848663909	0.144460866459711	4.02767858546078	0.158903910671925	4.40243574856795	0.179218015686335	5.32471229955465	0.203217026615854	6.64173780673253	0.237880556814883	8.06551150234257	0.289425750704842	11.1869890395344	0.295603558474285	13.5078242079247	0.364851969848862	17.6102515291152	0.443560665313615	26.4198381321424	0.485703734906131	30.8122886443553	0.508614901893154	35.2111100356842	0.552129110532971	39.6050764754041	0.598606085346733	46.6379793764446	0.616268205307441	52.7524553336259	0.736402533343869	65.9711393352365	0.842182194693315	76.9604054392583	0.833767514499718	87.9474527019122	0.977984419520953	109.919355532449	1.05118103586812	131.890194326994	1.17062505602341	155.020110262039	1.19009093585525	177.155289449949	1.30860402003332	200.815667493409	1.36461343832712	221.427030621448	
0.0157943054647179	0.0907451262818782	0.0258230198756443	0.134509293707548	0.0219018780282245	0.183085807692375	0.027730200196209	0.246223126752051	0.0292220687894525	0.309188703206864	0.0357188191226131	0.361461762279779	0.0441730730708158	0.399656019570433	0.0470914838972773	0.442160067594734	0.0469359720967188	0.492064334869094	0.060018077840335	0.931556299611115	0.0793094610110601	1.38539359650095	0.0940608637780498	1.82341688402983	0.108492340851103	2.25700201611319	0.134512751234275	2.70953286917334	0.139799570044142	3.61067161946838	0.145168693684696	4.05710744609825	0.159900300359716	4.43615940305427	0.179975902841506	5.36513262869568	0.203977877603252	6.69117333796763	0.238414875357919	8.12699834712079	0.292307420471539	11.2694855892754	0.298276389575159	13.6073332263283	0.367061771351806	17.7425607957161	0.446413574584622	26.6194093745325	0.487302984246765	31.0451807442373	0.511017274833647	35.4777104232308	0.553791862339177	39.9055285742849	0.600391512738073	46.9713257870985	0.617949461727706	53.1520783808318	0.738903776155339	66.4700376388907	0.844044460612011	77.5462743660895	0.837093282811394	88.6139220058126	0.981138993079676	110.749357622104	1.05345833114084	132.891433102375	1.17628426489053	156.190030174122	1.19353519629104	178.4922066676	1.3119110903087	202.314858348754	1.3683734734786	223.094112851989	
0.015881863307865	0.0905553474884414	0.0257831464985885	0.135339131185946	0.0225341492251745	0.183635768198479	0.0278947683429069	0.246727074104388	0.0293467689738624	0.310468340363606	0.0360520752844078	0.364471971320941	0.0442319557282839	0.402001002390443	0.0473471460338149	0.445766293951511	0.0471224992887301	0.495804031386006	0.0600402042195736	0.937666182864015	0.0795087652910736	1.39551288145479	0.0944077795520252	1.83762385998483	0.109123527972548	2.27294020423685	0.13490342434678	2.72954512770615	0.140602423362555	3.63798777494569	0.146308698290615	4.0871360784453	0.160389489225507	4.46918456564281	0.180679221851114	5.40553759101495	0.204793471210764	6.74115322722174	0.239201205983502	8.18766469674974	0.294958383256853	11.3512091413163	0.299910835776007	13.7088091979159	0.369037037159685	17.8760044131591	0.449537980076689	26.8211338346128	0.488984861446107	31.2794344376587	0.512900235401032	35.745219781567	0.555839508846613	40.2041962591975	0.601962903269183	47.3054545086779	0.619500641033778	53.5518951431239	0.741669579852737	66.9699566720383	0.845976454867414	78.1306233745512	0.839725320626495	89.2805254201574	0.987125841442219	111.582824231572	1.05614314262586	133.892046029015	1.17953541788356	157.357089063392	1.19801495194827	179.824221403451	1.31569162857348	203.813289244913	1.37328013979116	224.75906421658	
0.0158119961837216	0.0911894035086558	0.025915711514443	0.135277503827881	0.0226927006191153	0.185190087294025	0.0281529083330122	0.248292132512862	0.0297240578051633	0.311983049147782	0.0361012273526249	0.366352165990633	0.0444328941418238	0.404873899566033	0.0474602733652295	0.449087622925479	0.0473175187922264	0.498748873227068	0.060253293688993	0.94408404283618	0.0798549399738441	1.40576208590162	0.094645744926865	1.84994118252568	0.109747596148616	2.28958200653221	0.135484147579764	2.74990011293013	0.14123860404647	3.66538123019303	0.147266126491305	4.11711814466582	0.160643798802232	4.50223254563335	0.181548555122919	5.44562776631895	0.205602238671987	6.79118247656996	0.240439125502836	8.24808331458562	0.29612055158508	11.4347226952605	0.300824802039047	13.8096127546367	0.370509003819638	18.0083863229175	0.450998520328222	27.0223050891101	0.490683294324524	31.5118403871799	0.514665313455261	36.0114848930027	0.559291234369585	40.502398282845	0.603827790244228	47.6377392116471	0.62132046748799	53.9505235378673	0.745595083920199	67.4689294814949	0.84777947074808	78.7132736507174	0.842200727036085	89.9468382618728	0.992929757689606	112.41752763736	1.06006373065413	134.890379078101	1.1823186120095	158.52438637123	1.20431643145822	181.156176534659	1.32057856863587	205.311705239912	1.37914409074108	226.41905349473	
0.0156944351434734	0.0912779009769137	0.0259895275554501	0.136081540761804	0.0221925624920613	0.186624222127408	0.0282623454093123	0.249862487818229	0.0299442954081957	0.315131676000022	0.0362081041038345	0.368514667802347	0.0444461040736399	0.406925050127708	0.047688999467145	0.451479521117957	0.0474495062818503	0.502188771200684	0.0603335154641752	0.951316577191795	0.0801108777498426	1.41570686429634	0.0948565365702756	1.8634211448304	0.110250672821023	2.30651088899756	0.135736586647495	2.76982086902433	0.141781293203364	3.69091041056517	0.147950883037067	4.14760638468161	0.161222764181299	4.53561859570241	0.182765198965089	5.48460827082801	0.206393259857175	6.84132301896056	0.241729411748171	8.3077941272984	0.296956621917208	11.5186776960841	0.301794757081288	13.909867762387	0.371719353288956	18.1421428647306	0.452383773126203	27.2214702748769	0.492446195156154	31.7453080443857	0.516029421822607	36.2788489650242	0.563676763463392	40.800801472159	0.60588316830353	47.970504477042	0.624487206425095	54.3496436709067	0.74987932031848	67.9685355902722	0.84996250552741	79.2951490665383	0.845788565554066	90.6142239871431	0.996108467523551	113.254004281246	1.0643511743638	135.88541897072	1.18539609919778	159.690968423364	1.20905688426997	182.491469525817	1.32535525867338	206.812132891576	1.38486973766315	228.084198574407	
0.0158992951446579	0.0913147100447355	0.026065360896456	0.137176208532864	0.022404634257286	0.187302967077166	0.0283652197115264	0.251122217955884	0.0299642219278411	0.318229051009263	0.0363505473570341	0.371988820982784	0.0446229950019165	0.409256703394001	0.047857337897214	0.455207896245359	0.0474291265340645	0.505897413931974	0.0606257936392172	0.95710777351633	0.0806460693525581	1.42526211704272	0.0952841444227905	1.87788388523531	0.110673533873701	2.32296689244811	0.136256920427482	2.7892564060802	0.142240326370899	3.71853809342889	0.148570076065393	4.17661987547054	0.161742427266405	4.56858229100395	0.183981801596233	5.52400088555676	0.207243148565842	6.89168614743592	0.242901063416996	8.36696011633092	0.297657434993825	11.6023318797305	0.302513165405411	14.0108370945182	0.372625839139914	18.276823278494	0.453778983986065	27.4210992592639	0.494892222623032	31.9778145767401	0.517355980750855	36.5465408625764	0.566121242731553	41.1010859329844	0.607710255369001	48.3033479735295	0.631206008462946	54.7461747273117	0.752872809388098	68.4698851348264	0.855985569867504	79.8733215439785	0.850176181598729	91.2805666311794	0.998535683385437	114.088446916726	1.06858464496155	136.88358810704	1.18977532662733	160.855017278216	1.21239691938337	183.824721057988	1.33033449754707	208.31069789818	1.38969166178774	229.755289217119	
0.016164162066824	0.0915488139698525	0.026042646552895	0.136945968141057	0.0229973172830786	0.188104442874131	0.0286012891348015	0.252840478920606	0.0301214222113746	0.319652053628025	0.0363289815000997	0.373916134751747	0.0448786892778146	0.41254153616631	0.0484100867145786	0.457447523204119	0.047556626061681	0.508742196808678	0.0610501681318402	0.962976851687469	0.0811014188249998	1.43515706968206	0.0956426036665333	1.89034300163142	0.111295632148269	2.33884407894603	0.136997775543747	2.80900323769185	0.142585375463005	3.74459067706311	0.149149154981417	4.20659681941714	0.161967698662108	4.60324751256849	0.185111876222546	5.56465357966911	0.208168862278725	6.94095357495429	0.243969034831599	8.42610468494523	0.298312014752626	11.6867506791742	0.303403065821581	14.1112830233873	0.373525836952515	18.4104457098628	0.45513057579424	27.6203613025739	0.498144046751496	32.2104775712796	0.519864055125112	36.8111407693277	0.56761133000081	41.4024172003339	0.609651859791029	48.6369812315227	0.636120687815322	55.1463789197765	0.755548912373145	68.9709590079116	0.863190528797931	80.455979270725	0.853736647227771	91.9465590979443	1.00100777605306	114.922047636638	1.07261251488381	137.886853440247	1.19493418473336	162.017128982204	1.21580933979201	185.157167927493	1.33570069512491	209.809575829154	1.39403786925622	231.422341645338	
0.0163148561744914	0.0920952092568948	0.0260050967499992	0.137277431650385	0.0228210097847367	0.189033437098185	0.0288688089431514	0.253830562081887	0.0304622031190764	0.322448116694859	0.03657383652871	0.37645407595852	0.0447674566465053	0.415284310122108	0.0488186414825162	0.460078538456272	0.0478489156075924	0.512145947826584	0.061377943751302	0.970770275037006	0.0813494290231527	1.44479683994808	0.0958402279861332	1.90361946996325	0.111800230307817	2.35647424727675	0.137410197948807	2.82980129960966	0.143172815650521	3.77053569294507	0.149968722882903	4.23729740096986	0.162449791073962	4.63675137493764	0.185968952410302	5.60453281041999	0.208965416288362	6.9903355551439	0.244970509569734	8.48628488421333	0.299039463145628	11.7700788999349	0.304735106858139	14.2104670102277	0.374899082645146	18.5432355388894	0.456348054517434	27.8215232438458	0.500734608252926	32.4437403375287	0.523671725905909	37.0764559317824	0.568756066085991	41.7034541697638	0.612297288930873	48.9695825841523	0.638078102800072	55.5492802222892	0.758175187609624	69.4700882795533	0.866185163437874	81.0436437873948	0.857446311711532	92.6121343322156	1.00346645590897	115.75562600481	1.07627081527978	138.888718064368	1.19928538200178	163.184083563351	1.22148626466117	186.486440849814	1.34157715797474	211.308066329955	1.3982793611541	233.090630869879	
0.0161269652446424	0.092897943794467	0.026292152760706	0.138446852606423	0.0224536179190961	0.190867225712418	0.0287326712327367	0.255513083544506	0.030505887066481	0.324439837237563	0.0368007759872148	0.378522514194665	0.0447212110788846	0.41844516058256	0.0490524916135647	0.463526090736935	0.0478751436857134	0.515892367328012	0.0616910182838165	0.977781678499313	0.0816618499331047	1.45607073200896	0.0959935132631153	1.91690769624203	0.111889725485986	2.37329090537719	0.137997370998091	2.84932275116896	0.143734393787146	3.79816896374398	0.150664698550793	4.26700752101151	0.163522438254711	4.66960191455174	0.186654531756266	5.64498294188198	0.209551253099259	7.04140928270994	0.245830480488478	8.54723901250417	0.300137801869507	11.8529684677838	0.306162280057034	14.3087513395037	0.376594585009507	18.6753436398238	0.457448327819358	28.0214912296339	0.50249583029703	32.678079712623	0.52609257957506	37.3446954469824	0.56994266537712	42.0042266435951	0.615822620296762	49.3025229381829	0.639539124783796	55.9502704509697	0.76024624687665	69.9689120774051	0.867848821737847	81.6283429731279	0.8612477286171	93.2787749994616	1.0068470002896	116.588287951611	1.08043008904345	139.887617357553	1.20238168098643	164.353541539459	1.22781583393689	187.814894208309	1.34876146202617	212.802131186092	1.40416012013658	234.755343815902	
0.0161392059199512	0.0932729757359194	0.0263919295931698	0.138848965660829	0.0227578056173388	0.191250028376233	0.0286095428239744	0.256705583836999	0.03042054646301	0.325194586836949	0.0370723108930852	0.380288883788847	0.0448556267069116	0.420341042216123	0.0494021490149555	0.466232950567656	0.0480638137520226	0.518666951768989	0.0619996233585395	0.984012924719454	0.0818912070147885	1.46579525262524	0.0963389130680357	1.93035820547172	0.112137963322652	2.38974923713407	0.138615369008593	2.86982278987705	0.144215295735923	3.82538756318623	0.151235361614006	4.29701473294035	0.164852221314311	4.70268994141108	0.187441820383932	5.68470058817383	0.210076676545451	7.09180267916754	0.246519284477725	8.60773865540019	0.300917942095757	11.9368852843837	0.307545896081896	14.4083236878393	0.378352516228315	18.8084408052855	0.458858662129689	28.2199523355677	0.50440948397368	32.9115063916374	0.5275010023399	37.6122942122816	0.571332425589992	42.3038368269085	0.618549531299973	49.6365771539598	0.640920996382914	56.3492303965338	0.762065883143031	70.469486761614	0.869607949283635	82.2110454033558	0.864525230379523	93.9458776026827	1.01155187103231	117.41992916892	1.08676597883918	140.884564598713	1.20529571121953	165.522150149419	1.23297468858518	189.149844472775	1.35513690491071	214.299399791733	1.41054912423597	236.421680988418	
0.0162126756253764	0.0929928950368222	0.0261724125005685	0.139863918044054	0.0232807259871887	0.191640878248788	0.0287806473839638	0.257783764288889	0.0304840205291415	0.327100218253252	0.0372785085521565	0.382865271153827	0.0450756711885661	0.423147146103987	0.0495061955467016	0.469412805828493	0.0482610092616149	0.522589100190368	0.0623322424345688	0.991120254402391	0.0823405750505167	1.47638741659388	0.0968757854431531	1.94356936481111	0.112569597116772	2.40715355975118	0.13904281046286	2.89049698589832	0.144865214137982	3.85182804265435	0.151873646711501	4.32837515650584	0.165477186909884	4.73536865201832	0.188180206814316	5.72458680384368	0.211340562156062	7.14039769181897	0.247334077791003	8.66799522311577	0.301579252595583	12.0199350397078	0.309234546345208	14.5089083837654	0.379995409219309	18.941409448238	0.460692998613166	28.4189107677328	0.50639735260736	33.141747947598	0.528622256863843	37.877572121835	0.572969367065727	42.6031862399133	0.620528876771988	49.970240214274	0.642412553121921	56.7495537982825	0.765594231708658	70.967796469429	0.871385177316536	82.7946419032129	0.867264802532335	94.6126151274719	1.0156945995421	118.252315444252	1.09210411893379	141.886399420514	1.20829643253205	166.687867934245	1.23696780374291	190.487015010154	1.35947469099975	215.80510245421	1.41677014152614	238.085321050887	
