X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	X_Zr50.7Cu28Ni9Al12.3_Pd_[¦Ìm]	Y_Zr50.7Cu28Ni9Al12.3_Fn_[mN]	
0.0547699254735846	0.630554835033676	0.0748460260909282	1.22258115893776	0.097832063535356	1.81906974194217	0.115590311292886	2.41569960402785	0.130815417551379	2.9802108987146	0.147569881509381	3.55111985713512	0.160221692695574	4.15535648243409	0.172404215046574	4.74129889370525	0.185536829271973	5.32144727182434	0.215755686632693	7.23607027257773	0.244990825473976	8.88566605859066	0.281964113236344	11.7704947772815	0.320822577868699	14.7074022169551	0.358889511007376	17.6083671453131	0.385424849821219	21.0834234212046	0.418980509531514	23.8747722170628	0.440652441941149	26.4368948504485	0.463841778687955	29.1977083353949	0.513800549190284	35.4095664395307	0.559227289751487	41.2464363088894	0.59978507695447	47.1944538724682	0.631253199709417	52.805428435285	0.673325940982976	61.2913033938848	0.735427509211277	73.9410442861326	0.818184757400491	92.4237359770476	0.877340854534193	105.549412777498	0.922433679456789	117.158337010117	0.979889328005375	131.879385539588	1.02639570391262	147.265297889332	1.08231473844264	162.097986673502	1.13586127710468	176.865526419874	1.17616412800072	190.537931442438	1.28249743954994	230.758402544664	1.31207453267951	235.684610004325	1.3551688061099	250.282866692239	1.39695006615696	265.162370764447	1.42133562744515	270.674289240838	1.43600695430054	276.526483196613	1.44262255230275	282.634404509464	1.48856083144911	301.684479735586	1.47736700024254	294.144746729748	
0.0546643515000455	0.633554450281056	0.0753846833952488	1.2293117104495	0.0982644128529787	1.82931882997368	0.116078817464327	2.4282668702528	0.132086884628389	2.99846598446321	0.147948928505973	3.57143270001461	0.160633218658994	4.17829775032494	0.17291020602813	4.76773820902021	0.186335616072215	5.35077508396728	0.21643264068013	7.27637139243487	0.245530605452687	8.93573954575908	0.28296605121723	11.8374112324118	0.321931089548412	14.7908803806432	0.360045638337881	17.7090896769737	0.386899567517861	21.1996636488664	0.419970859816378	24.0075434196388	0.441683773248271	26.5873183402654	0.465510727980407	29.3634260038056	0.51546286656373	35.6097709812414	0.56024945073255	41.479468107151	0.600924947938605	47.462287331045	0.634466348778956	53.1042451318025	0.676412100028156	61.6231075344284	0.73756623662481	74.34071576211	0.820665239917043	92.9233271846644	0.878853694223203	106.150726757173	0.924960632635609	117.825320404054	0.983710749699425	132.63019541184	1.02897459129649	148.097333987393	1.08567166749778	163.012187770484	1.13985639452485	177.864351207256	1.17923177143542	191.62105209469	1.28505421295231	232.007119793398	1.31532278903214	237.012512019881	1.35796173271946	251.698447136096	1.40244842656918	266.658387672608	1.42483956641445	272.205681503993	1.43940664918125	278.090777222121	1.44710884335869	284.233030808731	1.49468791212742	303.309779112124	1.48213955929963	295.809265960685	
0.0548259088831206	0.636881192567231	0.0765448269031379	1.23530279187212	0.0986513905328083	1.83853694396407	0.116424665299435	2.44178455112	0.132306219698337	3.01518741483492	0.148488258856731	3.59189641714402	0.160834111801501	4.20208698737971	0.173414080750842	4.79487648189422	0.186986925730501	5.3814928949868	0.217046811839573	7.31695004640606	0.246190832478059	8.98642304918489	0.283811434906116	11.9032659798575	0.322648619871105	14.8756186237148	0.360927170352125	17.8090913649958	0.38799984187926	21.3177665215889	0.421120568128219	24.1406238212949	0.44273954008203	26.7366763971075	0.46704342865939	29.5296614875433	0.517124638906832	35.8086046161874	0.561635176633629	41.7125557847644	0.602388630571391	47.7275317129873	0.637813209216212	53.4029053661349	0.679716071879089	61.9550234336756	0.739464282734769	74.7415867815065	0.822678456994357	93.4253174791195	0.880475878912728	106.749984376701	0.926910435428774	118.493063757176	0.98625685330632	133.380796667844	1.03129029645452	148.932752648885	1.08974773925703	163.926791198798	1.14401681260749	178.863175994638	1.18297744168189	192.704187648102	1.28846604548696	233.254495937688	1.31856990466013	238.338178861365	1.36096113724052	253.118348916494	1.40777080448844	268.158904731235	1.4283594245213	273.737043964826	1.44262941035104	279.659988630589	1.45138366199478	285.831806119604	1.50034749815053	304.944317208163	1.48749469143792	297.473367959129	
0.055358183414731	0.639227368644233	0.077055889442554	1.24285884439172	0.0988622873894803	1.84869103709749	0.116778737376465	2.4549143361533	0.132840922266469	3.03190674973094	0.149048514500753	3.61229098357554	0.161106258632846	4.22501894204525	0.173892561054282	4.82130043038742	0.187542192669459	5.41084724982185	0.217593775711783	7.3565754917674	0.246880175720551	9.03698268671416	0.284887745033819	11.9699728874185	0.323503176109465	14.9588872398336	0.361998457181924	17.907841355537	0.388995892725608	21.4344593720005	0.422837056429494	24.2743300716915	0.443768699539083	26.8860810200761	0.468682224555691	29.6967798650397	0.518625686876691	36.0094238307682	0.563403014121022	41.9466790930316	0.60379488018231	47.9941246499537	0.640067172440671	53.7029588589727	0.681832194976168	62.2896997729028	0.741890467099201	75.1406920133854	0.824331876398046	93.9259592185505	0.882467827588697	107.348698103871	0.928757167035221	119.159242488447	0.988253583983032	134.129505476468	1.03415915171644	149.766398072279	1.09412334498	164.84284003968	1.14746574208098	179.864638287426	1.1871738753327	193.786235416799	1.29435405930982	234.501052518151	1.32165718842458	239.675096079016	1.36435423498733	254.534883034621	1.41139235876575	269.660107243245	1.43205540694407	275.267035518895	1.44590161504064	281.225891981429	1.45544565588989	287.430611232797	1.50425424946032	306.58123948988	1.49226919763439	299.136605690264	
0.0559080653214322	0.642851261025258	0.0772764428017704	1.2496711194555	0.0994020264657157	1.85824628984387	0.117043473880714	2.4678213022712	0.133119994377578	3.04925053638357	0.149688701728582	3.63145131482369	0.161647555593458	4.24855392804922	0.174418132062744	4.84748083803894	0.188204278111222	5.44067285385727	0.21797814104921	7.39646450140484	0.247563458849945	9.08675256273767	0.285698355489268	12.037951981556	0.324754291689706	15.0419593468984	0.363199537127825	18.0069638750904	0.390014166456595	21.5494758418574	0.424598149831875	24.407637716045	0.444835125182202	27.0357166110323	0.47037297899677	29.8627247761479	0.520046728742385	36.2099487474294	0.565276632390863	42.1780084337076	0.605244027794603	48.2614738208147	0.641608216372801	54.0040405318841	0.683295105912076	62.6240520118895	0.744613803526215	75.5400505649926	0.826021484593103	94.4239634525756	0.884814301744467	107.946912642165	0.931053133760217	119.823700135682	0.990383325018051	134.873699233463	1.03753362195883	150.600684245573	1.09745886900306	165.759633938586	1.15034275584781	180.864535958363	1.19147141041716	194.866807970607	1.29982998858524	235.748443563601	1.32477179428305	241.011640767654	1.36800710076051	255.950344269194	1.41463706159868	271.159968650811	1.43607825261324	276.793480596768	1.44973821185805	282.791288692813	1.45996507320514	289.02539303266	1.50774699415331	308.215479562709	1.49584831188511	300.803002467423	
0.0560340099885421	0.647602228291017	0.0775666322967583	1.25588548545478	0.0996472357345008	1.8686105126232	0.117207127484633	2.48201815009369	0.13316742463406	3.06607511072552	0.150155769090034	3.65149663530632	0.162007238775499	4.27151102842309	0.174898555445593	4.87493762321834	0.189018892825969	5.47088309409774	0.21846002333722	7.43661707531838	0.248191484308736	9.13658111208059	0.286477061694138	12.1043766983903	0.325999281778004	15.1248954808738	0.364155247163426	18.1064235333998	0.391113542312897	21.6674688185213	0.426330930303232	24.539857575683	0.445733825551838	27.1868609444876	0.471962057916591	30.029064568009	0.521489983061906	36.4089015916593	0.567593141799031	42.4096655999143	0.607136749280343	48.5268709396521	0.642761506603463	54.3059380433321	0.684691674398536	62.9578976114196	0.746559618969762	75.9407129681424	0.828163183312621	94.9235248578715	0.887346772168532	108.547354903952	0.933501761485044	120.489498887361	0.992363591788795	135.625611791591	1.04142726589382	151.431900779808	1.10023917271728	166.678439494158	1.15319388626848	181.864061100288	1.19487073629678	195.952759843352	1.30395315598513	236.990172168066	1.32894315523968	242.34441546269	1.37203497812705	257.367355224457	1.41840814851672	272.657416070378	1.44158823712444	278.323323139232	1.45461946467099	284.355672125284	1.46422536078759	290.623959727285	1.51082013519036	309.848438135737	1.49889139348478	302.463707001275	
0.0560032191253673	0.650830133973656	0.0778545855989279	1.261724412059	0.0997974418058436	1.87858474409294	0.117376821256796	2.49493047131614	0.133456164973644	3.08223355662761	0.150438321475029	3.67269120779144	0.162294610143646	4.29453797798674	0.175359670645866	4.90220860955292	0.19023027409314	5.50109845661212	0.219121315469669	7.4766495086255	0.248933218491616	9.18619080062888	0.287451093062579	12.170689656521	0.326825461662272	15.2077105429203	0.365010298833364	18.205201463617	0.392223888730061	21.7848955510868	0.427701517864439	24.6742176144959	0.446826262263278	27.3378655795635	0.473111381990892	30.1955459208946	0.522894182008274	36.607325444692	0.569851186501104	42.6438932163049	0.60885033769325	48.7941679564514	0.643834021306174	54.6061405477748	0.686066361236952	63.2900072257532	0.748288774867214	76.3410996998231	0.830692315600202	95.423198021871	0.890019107336635	109.149771569503	0.936009693506176	121.155699970372	0.994104922484622	136.379461500582	1.04497608020575	152.264428616165	1.1029304651598	167.596052956891	1.15621210206835	182.863928968904	1.19794012272497	197.036640454788	1.30680719110458	238.240319928207	1.33427826980447	243.676638814787	1.3777035196028	258.780462075673	1.4222900775596	274.156025780463	1.44761993482953	279.856533343966	1.45902777427735	285.920115162396	1.46788379410588	292.224761595984	1.51374086433891	311.482111964468	1.50222125079035	304.126110267423	
0.0563651129674594	0.653954371817132	0.0780791598444166	1.26925508603965	0.100139743243163	1.88891287812422	0.117679684617229	2.50855665125813	0.133750913085996	3.09970516729754	0.150806702421227	3.69279892688361	0.162759309137229	4.31780334611816	0.176027393787736	4.92795315826022	0.19112363348801	5.53057481469865	0.219709471276707	7.51590195931343	0.249860311953076	9.23530316294594	0.288327959968569	12.2377616425139	0.327643150489429	15.2913079158923	0.365931640798686	18.3050075739077	0.393293778334414	21.899891531848	0.428875500025318	24.80784935909	0.447960574901955	27.4862047695573	0.474328860239733	30.3626065563942	0.524087967675561	36.808949321939	0.571714162297563	42.8770553997207	0.610298000233114	49.0604516943376	0.645035740508748	54.9057805334092	0.68771476662418	63.6247841478137	0.749971671835478	76.7425071609971	0.832856422723819	95.9192278521316	0.892638269716141	109.749587982549	0.938822241916247	121.817996949337	0.996134770741877	137.128960070711	1.04742735520898	153.099295934719	1.10547935883432	168.509747414416	1.15898653007416	183.864228971174	1.20092513625205	198.118420002596	1.30919769588309	239.496443053702	1.3392053582753	245.010039358563	1.3827392422712	260.196221333456	1.42577514329438	275.653324188425	1.45238197196727	281.389803153342	1.4624469964721	287.484677408793	1.47145274054348	293.824579988091	1.51680079386089	313.115308956063	1.50555816824864	305.79521905579	
0.0565536879981193	0.657679312692704	0.0780790793286603	1.2768814534103	0.100437765580114	1.89865334763884	0.117993882784603	2.52252159977055	0.134036674517558	3.1160941155259	0.151241803249902	3.71191269200524	0.163335892044727	4.34090806111309	0.176869957507575	4.95379549583321	0.191625140168815	5.56092987559259	0.220311363093492	7.55649225481625	0.250655894302226	9.28530680092457	0.289188645252468	12.3052145394217	0.328650386354072	15.3757313719487	0.366863986797184	18.4061864536082	0.394346924932886	22.0163347878214	0.430008383057663	24.940926035456	0.449059484619629	27.6361439716584	0.475631282924881	30.5306003770692	0.525358573607846	37.0108935741365	0.573345678397359	43.1101505279144	0.611735274736928	49.3260239018107	0.646201033357029	55.2058861803087	0.689371205340934	63.9588085612697	0.751456223576426	77.1423947038016	0.834584103036575	96.418498684798	0.894972725104579	110.347482145892	0.941771597884671	122.483281610978	0.999022822005759	137.879784844123	1.05000948034452	153.933060567397	1.10798932331243	169.426198586631	1.16159391740426	184.863739211938	1.2037348989332	199.197383231072	1.31147328044982	240.746710023126	1.3426285823518	246.343588913944	1.38597317248433	261.612815056226	1.42964917000699	277.149102678018	1.45594202840709	282.923907427705	1.46575306406224	289.048464794844	1.47493617361727	295.424606996444	1.51985990031491	314.74764168035	1.50898010084809	307.460006507616	
0.0564962252001202	0.66159936563839	0.0782408918242701	1.282204543748	0.100830497229849	1.90717518162245	0.118372295067405	2.53553916043893	0.134333994986523	3.13285326446009	0.151492856189496	3.73205230889407	0.163786891760505	4.36474200164931	0.177867504532479	4.98049325315034	0.192022556737796	5.59081461860869	0.221008568438955	7.59664296608473	0.251215984522949	9.33691417630052	0.290121018623158	12.3720136479132	0.329508529069109	15.4595150094267	0.367653478610941	18.5080004952744	0.395291056350005	22.1338099491585	0.431161288329243	25.0761428909968	0.450243058314546	27.7875472127772	0.477000928365953	30.6971189828561	0.526512848651136	37.2097197585022	0.574599857516474	43.3444861777185	0.613693836613577	49.59240077195	0.647406960024713	55.5043787765856	0.690658215478341	64.2922965329482	0.753091267633633	77.5425728192355	0.836284741790033	96.9221579092275	0.897198529534459	110.947313460099	0.944384490248351	123.152619388272	1.00227769853463	138.629894361832	1.0527560047125	154.764470816717	1.11029472239361	170.344214380697	1.16422132913309	185.860820563543	1.2067216867462	200.279609813695	1.31366570436566	241.996395847291	1.34536966900896	247.67730238209	1.38876953143668	263.030451860229	1.43370093912119	278.65006677146	1.45900930263007	284.456372574414	1.46988538970963	290.612430994821	1.47870305734253	297.023203493391	1.52316898966255	316.381255904439	1.51387273704797	309.124287319986	
0.0567854808055781	0.663510206640097	0.078547381035961	1.28913078940644	0.101158645701391	1.91806129426474	0.118867217434401	2.54760910043266	0.134578191412896	3.14879843750273	0.151989602153029	3.75089738746568	0.164377934754861	4.3887650006592	0.178663809788793	5.00735166360397	0.192392497692956	5.62033335187035	0.221453603106368	7.63692639081378	0.251615480531494	9.38693178411711	0.290723201737241	12.4392495466715	0.330453645688766	15.5421270431616	0.368428771797924	18.6085553888795	0.396362885587873	22.2498732255395	0.432229714156417	25.2103241158839	0.451835006549025	27.9365625429281	0.478277212074355	30.862749106949	0.527848704737008	37.4094511883675	0.575929000527309	43.577242304511	0.615864281326481	49.8590719400089	0.64881699151248	55.8036387826276	0.69189273209891	64.6254864814169	0.754702053488023	77.9420431295464	0.838019140495056	97.4224569219674	0.899473657660757	111.547308687071	0.946678560628865	123.820124322827	1.00480664542179	139.379258821516	1.05535034158541	155.596626124063	1.11293124223616	171.259309547307	1.16726227756829	186.856188281692	1.20952791926076	201.366589866512	1.31597529067567	243.247705897949	1.3481250331381	249.009212809818	1.39161928060362	264.446240920333	1.4372850908668	280.152401771667	1.46189162879122	285.98749661668	1.47447961349693	292.177648892279	1.48288068223481	298.620756909103	1.5269030812579	318.012187919641	1.51942977701056	310.788389318429	
0.05691163646382	0.66615126271328	0.0787151488825181	1.29629126268127	0.101379712440532	1.92883471688086	0.1193519868137	2.56116449986234	0.134744327981009	3.16545048434592	0.152575816883023	3.77090708486153	0.16506345805851	4.41158566228237	0.1791643661073	5.03356792717291	0.192871060540676	5.65047933085622	0.22194588056378	7.67544542500904	0.252203773990907	9.43617639423348	0.291247278389104	12.5053846221988	0.331554456279553	15.625309046285	0.369397675839728	18.7079517172569	0.397757892913104	22.3651355645444	0.433376718998891	25.3408806334827	0.453611774750642	28.0859261877054	0.479242021172199	31.0303797118372	0.529387936955805	37.6104156892631	0.577359739338189	43.8104007626367	0.618136886110317	50.1250502041052	0.650117242996418	56.1047577084402	0.693285618517163	64.9574992382073	0.756319957961827	78.3408130853144	0.839820552594684	97.9233743328675	0.901575428698265	112.148287390635	0.948808556622261	124.486735187752	1.00698490163426	140.129427943867	1.05776712433523	156.430807989234	1.11557088570553	172.175000760338	1.17172655716507	187.856383975839	1.21215119406625	202.45051518143	1.31868018803516	244.497659943003	1.35076376263611	250.338768854188	1.3945574861952	265.85967559708	1.44056338539913	281.652859225652	1.46472068692731	287.519246507686	1.47837077701636	293.743075405984	1.4867967201113	300.219383208371	1.53167218974742	319.643000725558	1.52374980880819	312.453444991144	
0.0568227702601495	0.670329699453488	0.0788800740619059	1.30231982983573	0.101676997685139	1.93912489951903	0.119532448374514	2.57553829896559	0.134950934316052	3.18213000520376	0.153089492332315	3.79098756276968	0.165651598001068	4.43508060141753	0.179689402228101	5.06054973786181	0.193501045176228	5.6807161137888	0.222650872493583	7.71503734275929	0.252946217489435	9.4855141366029	0.292628479349046	12.5699904661313	0.332570379748204	15.7092584591734	0.37048147865252	18.8065973996747	0.399092303729043	22.4815490181969	0.434359122753494	25.4735363520649	0.455517381870173	28.2361093963095	0.480306992965459	31.1968275371118	0.530721213327614	37.810933155344	0.578556092638504	44.0409179900663	0.62011664788651	50.393159334151	0.651231781223527	56.4053662695061	0.694885700468797	65.2889308497387	0.757910286890897	78.740216340403	0.841727527174745	98.4236807961876	0.903541356192328	112.748006946138	0.950716981131681	125.154441287972	1.00906737690471	140.880163310316	1.0600811446143	157.264885546282	1.11815698521641	173.08952968285	1.17584097064525	188.8582336988	1.21516434679486	203.532846072176	1.32188652543064	245.744529447836	1.35342690394986	251.669770311126	1.3981289462319	267.275196436294	1.44383666280943	283.153465691242	1.46796962290071	289.049536084965	1.48218412211418	295.309068163787	1.4910852807438	301.812615287543	1.53650590216324	321.273515508266	1.52739453780781	314.118530466179	
0.0569304084927109	0.673972334700437	0.0791518975118786	1.3080219684433	0.101854678951207	1.94946933169459	0.119863115957209	2.5885181410715	0.135239571418528	3.19932082213078	0.153397340751083	3.81160657793103	0.166144977556533	4.45803118253369	0.180101622448842	5.08791711607829	0.193705809884888	5.7112644241078	0.223443299585882	7.75566628814712	0.253557109176856	9.53615014257966	0.294080357797274	12.6372272962121	0.333641618722592	15.7925708474511	0.371560052374258	18.9075117837766	0.400411843241369	22.5988826185093	0.435237456550672	25.6077939453995	0.457364067170118	28.3866129798639	0.481646327354932	31.3617759331124	0.532096648079333	38.0105081230242	0.579900399891738	44.2720983191375	0.62173235758531	50.6615366850855	0.652590811717465	56.7053191795107	0.696831409910451	65.6224411731579	0.759567910977489	79.1396941012941	0.843796027961863	98.9230782887181	0.905640173476257	113.346690870987	0.952677786523205	125.821298022046	1.01099606859402	141.631688438271	1.06279710764646	158.094954691159	1.12183407639299	174.001257187191	1.17883317582499	189.861275514599	1.21908972271165	204.615176962922	1.32509215922936	246.993887446471	1.35664667267571	253.005152709246	1.40313528615613	268.68919735714	1.44782770141448	284.652373424537	1.47258333912407	290.578991197256	1.48705043382961	296.872795945196	1.49493687860676	303.409900482367	1.54040339286117	322.907546964849	1.53097960847758	315.784480208523	
0.0572177981002532	0.676353260749354	0.0792562011061134	1.31545240883662	0.102123999212725	1.95973972372899	0.120129348663191	2.60237924712178	0.135529379568922	3.21616984368915	0.153703415745401	3.83176994354439	0.166649428340097	4.48168258385395	0.180648145223412	5.11376364460267	0.194045018187448	5.74115522072035	0.224052340802294	7.7952484270108	0.25400681313768	9.58658405156733	0.295037679128655	12.7046578413792	0.334635895553721	15.8747079066955	0.372779662408914	19.0077798300424	0.401861745169827	22.7154432211216	0.436390626317867	25.740365844954	0.458585018623548	28.5371314645789	0.482956673901369	31.5278381908594	0.533571100276184	38.2089841301186	0.581571955496162	44.5072498074782	0.623292540665009	50.9281147208914	0.654433776095414	57.0044450751082	0.699018633409405	65.955519362923	0.762128319702485	79.5403341527031	0.845807094982057	99.4238317868529	0.907427452316197	113.945739874269	0.954748551981046	126.486768948193	1.01305016747254	142.379696892351	1.06594815958639	158.92606691727	1.12686559705674	174.917887173331	1.18158612850134	190.860323819389	1.22360515803559	205.699534411494	1.32877592322995	248.241338096563	1.36112315569451	254.338061514726	1.40855615300961	270.105224835811	1.45217525002259	286.151400367116	1.47774297445911	292.110770890583	1.49162667037862	298.435987284828	1.49830133949961	305.012758711213	1.54427909144898	324.54122079358	1.53444150818006	317.449774299806	
0.0573748958888226	0.681074949563064	0.0793499942070184	1.32339589152886	0.102236538309152	1.96894340222016	0.120575405937376	2.61652044842307	0.135761471802398	3.23264889737233	0.154323027420698	3.85204949164342	0.167069557064039	4.50499824340202	0.181161044671441	5.14160413466458	0.194612257886402	5.77129002383585	0.224602889335101	7.83540705452078	0.254589203170288	9.6357457739785	0.295966429794219	12.7713042129757	0.335720543055736	15.9580854875503	0.374223673311729	19.1082173770087	0.402858921522419	22.8322496928818	0.437486827310038	25.8741913046344	0.459744559440414	28.6878473896703	0.483844965096828	31.6898510582443	0.535504098494865	38.4081269641447	0.58316740275894	44.7417828976587	0.62455861880953	51.1935267408892	0.656670992402438	57.3059849587046	0.700824511020541	66.2889998840212	0.764616458616238	79.9406240268407	0.847538086807229	99.9240935466916	0.90916073928679	114.545831958784	0.957152748575827	127.151226595428	1.01530209635036	143.127556334827	1.06983378820422	159.760129573157	1.13081937035242	175.836752333545	1.18411175904164	191.861130461115	1.22718699853592	206.783876958906	1.332820523908	249.486568473743	1.36613044808243	255.669778227367	1.41277793454228	271.520417849495	1.4558071455079	287.649235216856	1.48208766081604	293.642967816404	1.49512070236904	300.002784705298	1.50175425979733	306.613232754381	1.54799119721913	326.173732331793	1.53769201294872	319.114442542348	
0.0575637865476149	0.683917345925784	0.0794621904050284	1.32920734411844	0.102525048321029	1.97831017856945	0.121037371833902	2.6284632628914	0.135885110494421	3.24909093098493	0.154857226361591	3.87153136199517	0.167509221623629	4.5284969078273	0.181648558966858	5.16863763375392	0.194999522454307	5.80037662344342	0.22548318520496	7.87501061380266	0.255492266119836	9.68642089550154	0.296769635545421	12.8382970365535	0.336880870787872	16.0418151083215	0.375552546576777	19.207246764309	0.403711979844791	22.9486873609201	0.438606083754306	26.0071096561703	0.460750478353739	28.8377363003547	0.48469729500556	31.8567738580094	0.537492864117368	38.6089350028551	0.584640101391752	44.9759844370184	0.62569248257969	51.460041446763	0.658818621860031	57.6052673164873	0.702205621822321	66.6228082306502	0.766613860186128	80.3392896744853	0.849038907795965	100.422768332938	0.910970493233891	115.14750356631	0.95992482324338	127.818083329501	1.0177327179717	143.877919172264	1.07349286323376	160.595086298674	1.13345205490673	176.756094330894	1.18663099927715	192.86217552141	1.23015192867371	207.866401564738	1.33639062789266	250.733750902946	1.37034838426576	257.005190427809	1.41589953321876	272.937100979227	1.45906978614335	289.147070066595	1.4855841658754	295.17593960257	1.49796249973484	301.56630387046	1.50490200885905	308.2140644254	1.55116655035021	327.803204033267	1.54116491301439	320.778872366322	
