X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	X_ZT1_Zr61Ti2Cu25Al12_Pd_[¦Ìm]	Y_ZT1_Zr61Ti2Cu25Al12_Fn_[mN]	
0.0138607264382543	0.0542981964957389	0.0165401292908662	0.06989980861322	0.0137399674422758	0.0749975661922937	0.0165713833262051	0.0825038111464173	0.0175417319834844	0.0969681504429312	0.0195742854206477	0.100914151271226	0.0203962562136273	0.107585819370286	0.0246223463856983	0.115450469794009	0.00322026429563206	0.138988711788855	0.022286938555399	0.138715875214713	0.0290761965964692	0.230864587996009	0.0388331907254742	0.32019087862259	0.0417948282945855	0.407912216994366	0.0525967129923846	0.493879496123224	0.0541912419001918	0.585255781912203	0.0646767295656491	0.690615443939622	0.0618160996692414	0.786529166293167	0.0752169813404853	0.878159089678793	0.0722098491777235	1.00891505127076	0.08140023313634	1.15503445493185	0.0965635826525115	1.39351243749407	0.112123424960765	1.65292303852561	0.102391087133688	1.89911031852624	0.110346841464421	2.28615147498933	0.140087226999433	2.92598434561423	0.168375133762999	3.62054418557882	0.184340786231332	4.5216670294944	0.198158251367079	5.62248711173309	0.219486648883305	6.54725206829999	0.241050150758337	7.47656472007646	0.249293268977104	8.11180755260372	0.269281395147795	9.32437231408038	0.28517530019186	11.1953541212041	0.32208133377915	13.4794320420498	0.371680144809953	16.1672678092878	0.384003905554723	17.9624446927203	0.440683242346057	23.245792786394	0.500215988680036	28.8987871261177	0.533791913750683	33.7202916916717	0.643129112657198	49.0905580411842	0.691204338066557	55.249935811505	0.656862638262443	48.1544965525059	
0.01375587118927	0.0546580398763931	0.0165523534399282	0.0704401030100926	0.0137861727389207	0.0767868987076154	0.0168997783377615	0.0841033139366014	0.0177705563326568	0.0983775761254305	0.0199317062164458	0.103294116893783	0.0209279058845416	0.109359392162164	0.0251893681188212	0.118206355024805	0.00321999560906235	0.141675577289002	0.0226982521671074	0.143317030520312	0.0298552566021257	0.236907881687987	0.0397037035086262	0.330296048219333	0.0422054335001305	0.421871170117993	0.0537087073238485	0.510698831775939	0.055241105228717	0.60492874800566	0.0657550257679007	0.714724241037621	0.0629741271831072	0.813680186644311	0.0770250300104226	0.907985683244402	0.0739629874235852	1.04214906293674	0.083128812950081	1.19511042756726	0.0987139197736278	1.44289197296203	0.113860003682907	1.71305434336086	0.104741510094896	1.96443595835937	0.112668395896637	2.36958772916355	0.143144689004413	3.02634692111684	0.171563218963128	3.7516320226812	0.18763068297234	4.68737957563125	0.202106617625911	5.8223521863815	0.223834436342216	6.77969294241604	0.245493404389654	7.74341935867384	0.253996914649985	8.4122764152901	0.274614952804333	9.65807821523097	0.291024026693761	11.5955974292151	0.329196257667071	13.9779121818879	0.379381473685335	16.7657095902792	0.392019961021119	18.6264106016591	0.449266371808583	24.0802484603893	0.508815759750503	29.896518540849	0.544304662209254	34.8877268352438	0.653945188519142	50.421593025733	0.700471975731118	56.74946194296	0.668076825698303	49.8222418846883	
0.0136410118317799	0.0550145508686183	0.0164113204543051	0.0710531678935871	0.0139948982126509	0.0768225072424879	0.0169989423366842	0.0860862887786695	0.017993756507006	0.099185331073518	0.0202952796027637	0.105539069853264	0.0211830071888109	0.111752730994181	0.025310015840755	0.121357091904654	0.00321976731861208	0.143958481641596	0.0228932749957168	0.146228621236657	0.0305296603129473	0.243595214013552	0.0405028387079356	0.340223713562552	0.042601860774634	0.434364017851998	0.0545675972507086	0.527893199370106	0.0561001557621519	0.625064523189058	0.066782760522748	0.737404214751043	0.063866848243665	0.840444940975979	0.0791977522496814	0.938150346888539	0.0753530130637029	1.075351526052	0.0847589977157484	1.23460886381853	0.100686822958836	1.49309619453065	0.115508416785882	1.7726319769518	0.106907981771367	2.03209514320769	0.115053176811612	2.45285797509673	0.14603851011219	3.12602800135784	0.174656813088453	3.88630358888047	0.191005507804943	4.85418875404762	0.20560755616937	6.02178047076317	0.227546940725879	7.01214406107991	0.250048078479668	8.01020042279133	0.257897062357486	8.71233922135325	0.278886078619823	9.99320438324039	0.296789761897048	11.9958398059037	0.335448237770106	14.4792729023124	0.38681328037681	17.3649951494831	0.401639657506226	19.2906316929712	0.457789513177396	24.9143185668569	0.517866964052886	30.8932851054388	0.554338358174315	36.0549235602481	0.661959194292189	51.7586182767972	0.711241932367888	58.2483771268351	0.679693568848844	51.4889441356367	
0.0138200037885046	0.054525813904951	0.0164466907637357	0.0720530081135655	0.0140123081917391	0.0778004468310878	0.0171627942410234	0.0869314494230748	0.0181652766216733	0.100655438239637	0.0203983156189563	0.107455396926752	0.0212617099688727	0.113711586037904	0.0254202123422208	0.124428142500496	0.00321937683834009	0.147863284180847	0.0231902150761792	0.148601762011296	0.0308800682933919	0.250164966869656	0.041749002542163	0.350031500233813	0.0429420232462975	0.447891914163204	0.055187093214999	0.544782384212599	0.0570103596450569	0.645257574708074	0.0679092981285411	0.761131169611586	0.0647971526027172	0.866543275829503	0.0813581932312502	0.968345802383836	0.0766365771012878	1.10906121070037	0.0862777256429302	1.27454467241312	0.102671946568906	1.54387795248342	0.118158933502633	1.83153137491	0.108708372981886	2.09984280369639	0.117772452949046	2.53584277067434	0.148657878690009	3.22583411164855	0.17723115605261	4.02027200656932	0.194825361920797	5.02040793964099	0.209540450578685	6.2240236774929	0.232433490687823	7.24571602640911	0.2550810246498	8.27592909244948	0.262652145424492	9.01229865061552	0.283873299284429	10.3251053813271	0.301860633553804	12.3961781088128	0.341441986569766	14.9799816969657	0.394104029707477	17.9651375254149	0.410033558496165	19.9619140717086	0.46607087256487	25.7469525739827	0.527985430829735	31.8880735409741	0.564648534941477	37.2221761646043	0.670531581364395	53.0893068093647	0.720624464891884	59.7471917278769	0.690853278617132	53.155769321159	
0.0140093964534526	0.0546218856447255	0.0165669670116564	0.0720972750375876	0.0141179364002618	0.0788059550217784	0.0172506710046713	0.0880999390565819	0.0183551516171262	0.102749415085795	0.0204515181618554	0.109758106435031	0.0217887575842148	0.1160309793162	0.025912176043647	0.127431213827578	0.00321905806989692	0.151050968371705	0.0234437894829024	0.152621655642621	0.0316341503206671	0.25587700077911	0.0429949209554285	0.360019759749164	0.0435550432939779	0.461328162516655	0.0561333593138035	0.561329948309417	0.0579728762896388	0.665282464302698	0.0691376180491891	0.783395307815193	0.0657875681326713	0.894070143029313	0.0826157196549119	0.9986781622911	0.0781192145032873	1.14155691643039	0.0877170527062962	1.31495498983694	0.104568870543253	1.59444620474609	0.120941172666246	1.89197362505508	0.11082358214333	2.1662626310874	0.11982433782429	2.61932279700749	0.151304829331821	3.32494173004147	0.180480337576663	4.15203179287736	0.198546655434347	5.18770513106327	0.21322840091622	6.4246193746664	0.236769927437458	7.47797715527679	0.259109622736207	8.54204332963521	0.267084080765253	9.31275540610901	0.288956013353935	10.65704176967	0.307742101213125	12.7964279360816	0.347663858407964	15.480018076752	0.402029746095272	18.561608627932	0.416057494914973	20.6314101738328	0.473828974398611	26.5780200966123	0.537371142249304	32.8912569177983	0.573556228910149	38.3921221537183	0.680064719206288	54.4212991934747	0.72896892892397	61.2470829377638	0.702231546269608	54.8220766913545	
0.0139663173687714	0.0556764847191073	0.0166839805302707	0.0729365203287336	0.0143202200707044	0.079594967103942	0.0174322490779355	0.0890348777377244	0.0185382351187653	0.104546227285189	0.0208424805228024	0.110961724390231	0.0216618517303512	0.118618142373895	0.0262222668616467	0.130173711297001	0.00321867648374873	0.154866829609304	0.023393893482936	0.155907041387682	0.0323014191954189	0.263426854183122	0.0437596519404115	0.370655317526959	0.0440132491182074	0.474491911718482	0.0570398047047547	0.578180657889873	0.059051894520097	0.684444716403558	0.0706123122911626	0.806646880731635	0.0668374587343881	0.920291587079821	0.0836313630953001	1.02858444214071	0.0799266467919242	1.17527358599774	0.0891225798701852	1.35457752481538	0.106370859213574	1.64394553157453	0.123873962900931	1.95211889972829	0.113056751513517	2.23314974955803	0.122032825592025	2.70110478953712	0.153983533265553	3.42483957560142	0.183688805280702	4.28620463586162	0.202481640817142	5.35312244795799	0.216487273154288	6.62318106343354	0.240805702845745	7.71097170063714	0.263556878941667	8.809799488442	0.271365028529869	9.61332671427374	0.293448187322876	10.9894847974694	0.313233721496707	13.1979667137324	0.354126304913299	15.9799212774165	0.409456478909336	19.1593370158651	0.422434121674461	21.2982948475818	0.481852508428758	27.4104901909728	0.546175798311682	33.893322707586	0.582362610069879	39.5565621640327	0.688130079130688	55.7540999655411	0.738553654760475	62.7453163935466	0.714060502820622	56.4880413348588	
0.0140301865201317	0.055905000709042	0.0169389818359628	0.0740561082534385	0.0143041461349675	0.0811727511616793	0.0176276673439298	0.0902658314643824	0.0186037266988086	0.106740350407192	0.0211619367730234	0.113273106839574	0.0218158843667943	0.119885301263921	0.0262618844305814	0.131901954875095	0.00321850749526787	0.156556714340679	0.0234985495653079	0.159812600626489	0.0325098926692585	0.270529934707015	0.0446631274833709	0.380824719274469	0.0444938954305938	0.488350718566264	0.0578555314565097	0.59499679212139	0.0602906805827494	0.704365588913071	0.0720976572341682	0.830257071029932	0.0679668771304561	0.947042953650115	0.0848582413722455	1.05844380661786	0.0812776433949437	1.20995743401289	0.0906966236174256	1.39387316558565	0.108332443342833	1.69365347464976	0.12679560551578	2.01232727150293	0.115498235264373	2.29963593367933	0.124724804408614	2.7842143823338	0.157489870464918	3.52480657185925	0.186515667694484	4.41882636117153	0.206200210875721	5.52036934796363	0.22051625588864	6.82178419605329	0.245255946751534	7.94430338475349	0.268023287435034	9.07702665605153	0.276465344092622	9.91249358806266	0.298090614406603	11.3223366758596	0.318111947634869	13.5966314300545	0.359932494644633	16.4803879282119	0.415782379418141	19.7627762735545	0.428606900175771	21.9663939659104	0.489873871857388	28.2442026695887	0.554394956354975	34.8954965307872	0.592075673258003	40.7218440899145	0.696792096265694	57.0866138902681	0.746846537881624	64.247152204877	0.724193278329072	58.1560139097385	
0.0141024217669387	0.0566008223305095	0.0171365235025182	0.0745166872624764	0.0143268552623946	0.0814551528911453	0.0178777977474148	0.0923459694398153	0.0187135895757903	0.108600172396532	0.0212844677820037	0.115780867375597	0.0225223106847486	0.122395972182851	0.0266788657950093	0.134395265359982	0.00321822812177153	0.159350449101186	0.0238798152837097	0.162485700015483	0.0330506561741396	0.276662111492986	0.0457531135593139	0.390352934563642	0.0452860625384062	0.502020932601644	0.0587347231649002	0.611535916107776	0.0613004005612656	0.725294385231087	0.0730993357777386	0.854293166762903	0.0691730704652148	0.974567958204864	0.0862438161606537	1.08840631506525	0.08267802960583	1.2418723437299	0.0923025554451564	1.43488488453347	0.110522307371543	1.74339413042888	0.128642346174226	2.07360154191359	0.118155442197964	2.36666647581963	0.128028821146675	2.8678441187637	0.160655159001336	3.62465505732508	0.188992480436712	4.55266392804486	0.209362318153836	5.68841020042643	0.22552529631797	7.02188955191454	0.248966508978377	8.1779861774638	0.272457966804303	9.3432219182974	0.280709651726581	10.2133945844031	0.303861087279932	11.6547387254677	0.323217047532551	13.9957478378038	0.366142202484474	16.979282506576	0.422295166242771	20.3640902532295	0.434768096085951	22.6320846841754	0.497502887227672	29.0769260836774	0.562896822820567	35.8945671873172	0.601837932737616	41.8885639777833	0.705980014184695	58.4192731013098	0.755359806182609	65.7438396652594	0.734369216948604	59.8198178849724	
0.0139534168834289	0.0573520794704064	0.0170350058793631	0.0756063237090851	0.0144658619316492	0.0829153574794221	0.0180559321514034	0.0936115494471146	0.018886798272151	0.109100620013423	0.0214860026188892	0.117237004703761	0.0227586890408172	0.125572378639943	0.0271201109210858	0.137540792654426	0.00321792066890252	0.162424977604604	0.0241680402715953	0.165607769623693	0.0336529004907378	0.28416883302231	0.0467898788049634	0.40003505090096	0.0462363724805899	0.514509851318724	0.0596989555617872	0.628045703434456	0.0625814979706492	0.745016827833971	0.0739557842017105	0.877712668773105	0.0702427416628852	1.0007985408577	0.0880289355552414	1.11787824936976	0.0839723454336935	1.27492975336106	0.0944678878900481	1.47528286193376	0.112263739532877	1.79364456887807	0.130205462949388	2.13349116855221	0.119959328903676	2.43356523582189	0.130517344519487	2.95278748562271	0.162815515718501	3.72617899202308	0.191502086397294	4.68598740488141	0.212525805189261	5.85402216372999	0.229140473249039	7.22262355048379	0.252293416469781	8.41242241010118	0.276363659984815	9.6105673638683	0.284739242762888	10.5127803189867	0.308852894292041	11.9885247203559	0.328428959227515	14.3954025499756	0.372470118372548	17.4784397178937	0.428461495189796	20.9648081864851	0.441652813845933	23.2975872752893	0.50492843202892	29.9093607877817	0.570603945272788	36.894368000711	0.611400887576318	43.0542631361588	0.714096383671092	59.7512952877408	0.766860306113819	67.240564378543	0.745402817400677	61.4858123307976	
0.0137835850288547	0.057189265374607	0.0170501809931317	0.076195548918589	0.0147202036157572	0.0838099509775103	0.0180899747106162	0.0942464713062439	0.0190988279503261	0.110200235435425	0.0216260942622109	0.119216152392306	0.0229237678382308	0.127791029013898	0.0272548618878125	0.140630760739167	0.00321756744153267	0.165957251131702	0.0242540704888708	0.169325565509227	0.0343351211528365	0.289993702477085	0.0474047988467474	0.410387515733348	0.0470235902288179	0.527651452506625	0.0605912368343724	0.645565917498939	0.0638883243740305	0.76438158437753	0.0748395027926528	0.901278912289499	0.0712828953074335	1.02661887593591	0.0896127856257321	1.14778639186443	0.0853668398389313	1.30891930042981	0.0965427266829056	1.51567012912496	0.113460389442181	1.84384425024935	0.13191117733865	2.19303760283838	0.121605752986837	2.49939064660789	0.132166285173018	3.03664819004015	0.164921936570824	3.82591222632578	0.194406745160343	4.81826360953255	0.215757004969788	6.02008023052561	0.231917043871058	7.4216057313734	0.256291590657434	8.64626259631912	0.280222104330464	9.87746391197954	0.290698242305087	10.8107374048086	0.313296641113884	12.3209332892216	0.333377850839902	14.7968183930525	0.378058229181432	17.979182040158	0.435543807493342	21.5643042245809	0.448716567952166	23.964430970847	0.513237343360833	30.7393237618904	0.578139403710813	37.896411438758	0.619515212556651	44.2180102425106	0.722103603362187	61.0834217822952	0.775257686372597	68.7410739865901	0.754574201127572	63.1543436991956	
0.0138165533282122	0.0571981020247097	0.0172002232128305	0.0764396136292067	0.0148333280316984	0.0848866980658177	0.0181755756267491	0.0954360684917872	0.0192140590572243	0.1129474404492	0.0217158681925198	0.121876606167567	0.0231477201566949	0.130172289756849	0.0274765293940537	0.143122776103661	0.00321719894046467	0.169642261553784	0.0244615308118075	0.172917734716561	0.0352390108345778	0.296021716658799	0.0479231405510355	0.42018523247975	0.0476864130918166	0.541007898160754	0.0614293418241032	0.661425874530046	0.0646029432922013	0.785010669463739	0.0759761074425312	0.924379843786653	0.0724095881821593	1.0533406148082	0.0907908430360479	1.17927475586253	0.0867047762784455	1.34232805148555	0.0978540673726858	1.55583038644937	0.114466962373992	1.89396977506414	0.133605425464787	2.25355983030576	0.123721711324536	2.56513992177702	0.134458178450903	3.11883647202365	0.16711134543885	3.92567922107021	0.197693162136816	4.95056170026316	0.220058211486078	6.18627613305572	0.235252580889817	7.62204263805547	0.26045001100165	8.87835189617995	0.285284671942753	10.1425639389297	0.295325905961497	11.1115983542803	0.317558843159426	12.6543476864202	0.338395157024624	15.1962095409482	0.384719061109388	18.4779294695623	0.4419671986516	22.1659963212032	0.454640200038859	24.6319787462376	0.520302590347862	31.5685901067463	0.58562736625156	38.8959291301026	0.627747966439635	45.3820851743931	0.730875344249137	62.4146393060599	0.782388334837798	70.2373665662196	0.764840073179503	64.8192131074042	
0.0139576802679104	0.057919233063536	0.0172787468417173	0.0779162436910174	0.0147797038863399	0.0868000128929963	0.0183441290373581	0.0970146383529095	0.0194642274921402	0.114647264138204	0.0219815318676976	0.12323812694741	0.0233200120431006	0.133019626494554	0.0278108695396599	0.144388094176498	0.00321704361913828	0.171195474703825	0.0249389271693002	0.176075092717523	0.0359301486309521	0.303624713654702	0.0487095308540824	0.430232601871951	0.0483199187379102	0.554224470812352	0.0623358772564865	0.6773761698466	0.0651834314797397	0.805442372381165	0.0772386465906462	0.94778595803548	0.0739784962674788	1.08032824626292	0.0919320190274901	1.20895821679675	0.0880410888319003	1.37605950579806	0.0987993315197093	1.59603988745258	0.116044481013811	1.94399122458617	0.135621143204854	2.31444969734201	0.125726621784954	2.63178443072849	0.136999575334717	3.20255165729572	0.169560442332638	4.02517333831324	0.200497653268438	5.08407004462199	0.224007051101288	6.35412280477093	0.238542588970397	7.82302157445021	0.263715454547007	9.11124492738449	0.289362692390473	10.4101291766178	0.29889925455289	11.4122925970191	0.321965041231929	12.9893509198556	0.343771906532194	15.5959452781802	0.390439888406472	18.9748217044861	0.447899877425442	22.7658145968945	0.460997166305169	25.2999269903163	0.527173269004786	32.404042295849	0.593756977547592	39.8931706691829	0.636354353779738	46.552396241939	0.73818425257349	63.7495076141438	0.790988205949185	71.7388671014391	0.774412663652712	66.4865486576732	
0.0140455799599203	0.0588584390936165	0.0172220480025384	0.078744182144568	0.0150304369261103	0.0874012616218866	0.0186206985814029	0.0984568349469466	0.0196771181154637	0.11623237508491	0.0221784172585155	0.125713989686767	0.0235767508176427	0.13495441994759	0.0281407081448645	0.147467817713405	0.00321676387311684	0.173992934754454	0.0251268494679803	0.179506143127102	0.0362229624474416	0.310880705696551	0.0494354804872091	0.439872692280086	0.0491385625753354	0.566880852961926	0.0630313327283452	0.694098356917864	0.0661605662973687	0.824804684203082	0.0788409888683565	0.970123496096012	0.0753593673239037	1.10730586600044	0.0932487171009294	1.23874563660843	0.0892396826122591	1.40909421444254	0.0997276257382897	1.63541841592806	0.118046295231224	1.99384969266538	0.13743801454382	2.37428391029007	0.127312886550744	2.69893651045901	0.138610614410264	3.285714102646	0.171861756441866	4.12456640706172	0.203016359857129	5.21733671078419	0.226610754708137	6.52190288692522	0.241444135439579	8.02280050176456	0.266698729502468	9.34411653817084	0.292545833379325	10.6770611149852	0.302869940067756	11.7118357251103	0.327193725979642	13.3235932627837	0.348943287225769	15.9961848609012	0.395577957102889	19.473986366384	0.454476602501932	23.3643923509753	0.468302192621691	25.9642095489154	0.534948323412353	33.2383880737856	0.601343971820539	40.8937202658911	0.644207641003417	47.7208185873933	0.745543621200712	65.0799949810447	0.79940883656841	73.2410679912013	0.783566270620225	68.1509486793265	
0.013957790221817	0.0590934306855203	0.0170284728170089	0.0795460544812039	0.0153548834020626	0.0875588588563243	0.0190526093617899	0.0994488753407331	0.0199308664350391	0.118513140306068	0.0223476462279661	0.127358181406495	0.0237045164357615	0.137412034586117	0.0284016575422811	0.150497380800902	0.00321640554675094	0.177576198190091	0.025216328816592	0.182838677075263	0.0365551892242084	0.317363554519039	0.0498294177922258	0.449980393909958	0.049950108544377	0.580030079353045	0.063734247084142	0.711265017666752	0.0675061956360071	0.844949074119886	0.0801180748327452	0.993580600253378	0.0765422858160723	1.13338441025019	0.0946183930313332	1.26853515189579	0.0904570530053699	1.44308294660408	0.100868496253005	1.67497785380506	0.120106629990429	2.04285309024639	0.138942744736304	2.43368901638225	0.129113568837404	2.76604714633693	0.140045173352279	3.36925815740311	0.174205910670768	4.22529452665751	0.20580193496865	5.35128510503863	0.229384223385729	6.68823988481869	0.244997616534009	8.2220364680437	0.271373744514976	9.57618907422611	0.297479514110586	10.9418212092117	0.307790891420878	12.0106663914657	0.331524262131247	13.6557876274675	0.354199927459914	16.3964803229739	0.401004827323887	19.9773289411532	0.460577706123851	23.9648010851508	0.474137233538829	26.6309116834484	0.541753181794935	34.0726593459198	0.608779010311484	41.8926977901681	0.652977320751462	48.8862010961084	0.754255316810742	66.4113987693155	0.80655800612637	74.7408697941253	0.794115007929179	69.8111465737226	
0.013887790798937	0.0587767373694475	0.0170334542279148	0.0797541541350429	0.0154694831435615	0.0875247709965209	0.0191651934702095	0.101381224072126	0.0200488809362475	0.120711243376696	0.0226225981840199	0.129060100571192	0.0239610275746934	0.13934944738377	0.02843339131717	0.153756514892138	0.00321611252938337	0.180506371701299	0.0253824899338029	0.185602813241602	0.037133445049009	0.32373909752373	0.0500370144316754	0.461304344556849	0.0505160468917616	0.593619821301034	0.0645492034895161	0.728963405372829	0.068790648813093	0.865219891070189	0.0811280078105524	1.01692687702963	0.0773849367804627	1.16062803898545	0.096089028601523	1.29826739084754	0.0919241166449716	1.47670217655169	0.102191434152773	1.71512658601317	0.122127431942691	2.09382809762421	0.140735086400652	2.49325640542536	0.131338574524919	2.83271656816608	0.14216919379735	3.4521570384773	0.176700661756889	4.32526780934242	0.208976696149942	5.48373639832548	0.232842172230415	6.85372285995179	0.249020841864204	8.42137022318853	0.275948470265327	9.81071005721376	0.303610440497889	11.2076225220272	0.31197916510649	12.3125676282038	0.334960624638439	13.9893854952046	0.358938111754314	16.797215369281	0.406871076115715	20.477471491708	0.466798009617622	24.564649163163	0.478974475319098	27.2984482829687	0.54813122253473	34.9073031470662	0.617234310249506	42.8913176865934	0.66156698475406	50.0532152818968	0.762477568669413	67.7441585631905	0.813991669326861	76.2401798587533	0.802928718204101	71.4775508014612	
0.0140480330253889	0.059338888741955	0.0171421229023362	0.0799135812727337	0.0155930075477696	0.0891935263479875	0.0192250387463317	0.103194967424084	0.0200112568632855	0.121785407500173	0.0228756655874657	0.131328816807112	0.0241058829519133	0.141439728043635	0.0286405567950224	0.155749661522468	0.00321580898807187	0.18354178465844	0.0256150711567587	0.18809702594519	0.0376850937764987	0.330158412687349	0.0505298445213862	0.471559689911616	0.0510732348057878	0.608311899879044	0.0652928165982704	0.746141416615056	0.0700128953696723	0.884553040855373	0.0820055066771686	1.04129947123436	0.0781694995608394	1.18667689732955	0.097813609368517	1.32831162284697	0.0935545010571035	1.50965667504323	0.103470593648654	1.75422816245117	0.12381946583195	2.14466037982425	0.142418001861889	2.55341844390412	0.13328458533123	2.89945979730577	0.144602454269602	3.53493764159013	0.178816917163168	4.42442618481324	0.212018017388751	5.61590363824057	0.2359610426629	7.01984844763086	0.252519026638143	8.62105136163719	0.278762340600985	10.0459677163229	0.307063431237167	11.4772562270553	0.315397952683578	12.6127310171002	0.338686533114188	14.3219905731242	0.363141241885919	17.1961157102033	0.412249107804063	20.9780722529478	0.473595744832134	25.1654714045421	0.48572324410992	27.9637459831259	0.556149056632057	35.7376554139925	0.624570375495309	43.8886784349576	0.668330276978547	51.223567327634	0.769426161111889	69.0760391885969	0.822600187957551	77.7393334611961	0.812891119676169	73.1462349067542	
